time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
12:34:39,87.5,95.3,334,20,kafka=1.57%/463MiB / 4.804GiB ; elasticsearch=1.11%/1.551GiB / 4.804GiB ; zookeeper=0.11%/93.04MiB / 4.804GiB
12:34:43,35.4,97.4,351,1,kafka=0.73%/463MiB / 4.804GiB ; elasticsearch=0.39%/1.551GiB / 4.804GiB ; zookeeper=0.55%/93.07MiB / 4.804GiB
12:34:47,43.5,97.5,344,1,kafka=0.65%/463MiB / 4.804GiB ; elasticsearch=0.72%/1.551GiB / 4.804GiB ; zookeeper=0.66%/93.88MiB / 4.804GiB
12:34:51,51.8,98.5,356,18,kafka=0.65%/463MiB / 4.804GiB ; elasticsearch=0.95%/1.551GiB / 4.804GiB ; zookeeper=0.15%/93.04MiB / 4.804GiB
12:34:56,39.3,98.3,337,0,kafka=0.92%/463MiB / 4.804GiB ; elasticsearch=0.58%/1.551GiB / 4.804GiB ; zookeeper=0.14%/93.04MiB / 4.804GiB
12:35:01,13.9,96.4,323,0,kafka=37.63%/463.1MiB / 4.804GiB ; elasticsearch=105.47%/1.551GiB / 4.804GiB ; zookeeper=0.11%/93.04MiB / 4.804GiB
12:35:05,28.7,95.5,322,0,kafka=0.82%/463.1MiB / 4.804GiB ; elasticsearch=39.38%/1.552GiB / 4.804GiB ; zookeeper=0.14%/93.04MiB / 4.804GiB
12:35:10,28.8,95.9,322,3,kafka=0.77%/463.1MiB / 4.804GiB ; elasticsearch=167.01%/1.569GiB / 4.804GiB ; zookeeper=3.24%/93.05MiB / 4.804GiB
12:35:14,42.6,97.0,363,4,kafka=0.79%/463.1MiB / 4.804GiB ; elasticsearch=40.29%/1.565GiB / 4.804GiB ; zookeeper=0.13%/93.05MiB / 4.804GiB
12:35:19,29.1,97.0,340,8,kafka=0.75%/463.1MiB / 4.804GiB ; elasticsearch=43.51%/1.565GiB / 4.804GiB ; zookeeper=0.16%/93.05MiB / 4.804GiB
12:35:23,27.9,97.2,333,1,kafka=181.68%/525.1MiB / 4.804GiB ; elasticsearch=21.49%/1.565GiB / 4.804GiB ; zookeeper=0.15%/93.05MiB / 4.804GiB
12:35:27,45.3,97.4,373,10,kafka=0.83%/463.1MiB / 4.804GiB ; elasticsearch=43.63%/1.571GiB / 4.804GiB ; zookeeper=0.15%/93.05MiB / 4.804GiB
12:35:32,44.7,98.1,320,0,kafka=2.04%/463.1MiB / 4.804GiB ; elasticsearch=33.07%/1.561GiB / 4.804GiB ; zookeeper=0.18%/93.05MiB / 4.804GiB
12:35:36,69.7,98.3,310,0,kafka=50.27%/463.1MiB / 4.804GiB ; elasticsearch=24.37%/1.561GiB / 4.804GiB ; zookeeper=0.22%/93.05MiB / 4.804GiB
12:35:41,82.7,97.6,310,0,kafka=2.79%/463.1MiB / 4.804GiB ; elasticsearch=21.10%/1.561GiB / 4.804GiB ; zookeeper=0.20%/93.05MiB / 4.804GiB
12:35:46,79.3,98.2,310,0,kafka=7.21%/464.8MiB / 4.804GiB ; elasticsearch=27.88%/1.561GiB / 4.804GiB ; zookeeper=0.21%/93.05MiB / 4.804GiB
12:35:51,94.7,98.3,310,0,kafka=169.63%/513.1MiB / 4.804GiB ; elasticsearch=49.36%/1.561GiB / 4.804GiB ; zookeeper=0.26%/93.05MiB / 4.804GiB
12:35:55,96.7,99.4,310,0,kafka=0.78%/463.1MiB / 4.804GiB ; elasticsearch=30.87%/1.566GiB / 4.804GiB ; zookeeper=0.14%/93.05MiB / 4.804GiB
12:36:00,41.5,98.6,310,0,kafka=3.70%/463.2MiB / 4.804GiB ; elasticsearch=13.80%/1.577GiB / 4.804GiB ; zookeeper=0.13%/93.05MiB / 4.804GiB
12:36:05,32.2,98.5,310,0,kafka=155.47%/529.7MiB / 4.804GiB ; elasticsearch=33.10%/1.566GiB / 4.804GiB ; zookeeper=0.40%/93.05MiB / 4.804GiB
12:36:09,33.1,97.3,310,0,kafka=0.73%/463.5MiB / 4.804GiB ; elasticsearch=10.72%/1.567GiB / 4.804GiB ; zookeeper=0.30%/93.05MiB / 4.804GiB
12:36:14,25.6,97.4,310,0,kafka=16.02%/476.9MiB / 4.804GiB ; elasticsearch=13.01%/1.567GiB / 4.804GiB ; zookeeper=0.14%/93.05MiB / 4.804GiB
12:36:18,34.4,96.7,310,0,kafka=0.77%/463.5MiB / 4.804GiB ; elasticsearch=13.13%/1.568GiB / 4.804GiB ; zookeeper=0.13%/93.05MiB / 4.804GiB
12:36:23,20.5,96.7,310,0,kafka=0.84%/463.5MiB / 4.804GiB ; elasticsearch=12.31%/1.567GiB / 4.804GiB ; zookeeper=0.14%/93.06MiB / 4.804GiB
12:36:26,24.4,96.6,310,0,kafka=163.92%/542.9MiB / 4.804GiB ; elasticsearch=13.33%/1.567GiB / 4.804GiB ; zookeeper=0.25%/93.05MiB / 4.804GiB
12:36:31,33.2,96.8,310,0,kafka=1.20%/463.5MiB / 4.804GiB ; elasticsearch=8.03%/1.567GiB / 4.804GiB ; zookeeper=1.22%/93.05MiB / 4.804GiB
12:36:35,61.6,97.4,310,0,kafka=4.13%/463.5MiB / 4.804GiB ; elasticsearch=28.21%/1.569GiB / 4.804GiB ; zookeeper=0.50%/93.05MiB / 4.804GiB
12:36:40,31.5,96.1,310,0,kafka=1.05%/463.6MiB / 4.804GiB ; elasticsearch=40.33%/1.568GiB / 4.804GiB ; zookeeper=0.11%/93.05MiB / 4.804GiB
12:36:44,19.8,94.1,310,0,kafka=1.54%/463.6MiB / 4.804GiB ; elasticsearch=6.70%/1.568GiB / 4.804GiB ; zookeeper=0.64%/93.05MiB / 4.804GiB
12:36:49,20.7,94.0,310,0,kafka=142.01%/549.7MiB / 4.804GiB ; elasticsearch=5.01%/1.567GiB / 4.804GiB ; zookeeper=0.10%/93.05MiB / 4.804GiB
