node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,17556,20260925-135404_p4_c4_r1,5,perf_20260925-135404_p4_c4_r1,2,0,1790337245611,0,1790337473885.944,640.344,272.421,1790337474799.717,Normal,0.9157
WIX,17556,20260925-135404_p4_c4_r1,6,perf_20260925-135404_p4_c4_r1,2,1,1790337245658,0,1790337474799.717,51.203,12.233,1790337474863.153,Normal,0.9297
WIX,17556,20260925-135404_p4_c4_r1,10,perf_20260925-135404_p4_c4_r1,2,2,1790337245782,0,1790337474864.166,100.575,48.32,1790337475013.06,Normal,0.9557
WIX,17556,20260925-135404_p4_c4_r1,12,perf_20260925-135404_p4_c4_r1,2,3,1790337245859,0,1790337475013.06,64.367,49.598,1790337475128.021,Normal,0.9669
WIX,17556,20260925-135404_p4_c4_r1,15,perf_20260925-135404_p4_c4_r1,2,4,1790337245967,0,1790337475128.579,49.299,42.559,1790337475220.966,Normal,0.9126
WIX,17556,20260925-135404_p4_c4_r1,20,perf_20260925-135404_p4_c4_r1,2,5,1790337246138,0,1790337475221.967,39.271,44.047,1790337475306.28,Normal,0.9605
WIX,17556,20260925-135404_p4_c4_r1,34,perf_20260925-135404_p4_c4_r1,2,6,1790337246611,0,1790337475307.279,75.905,46.66,1790337475429.844,Normal,0.9547
WIX,17556,20260925-135404_p4_c4_r1,36,perf_20260925-135404_p4_c4_r1,2,7,1790337246689,0,1790337475429.844,66.365,48.581,1790337475545.783,Normal,0.5606
WIX,17556,20260925-135404_p4_c4_r1,37,perf_20260925-135404_p4_c4_r1,2,8,1790337246719,0,1790337475546.798,57.938,43.979,1790337475649.73,Normal,0.9489
WIX,17556,20260925-135404_p4_c4_r1,43,perf_20260925-135404_p4_c4_r1,2,9,1790337246924,0,1790337475650.724,102.883,56.224,1790337475810.847,Normal,0.9591
WIX,17556,20260925-135404_p4_c4_r1,47,perf_20260925-135404_p4_c4_r1,2,10,1790337247065,0,1790337475811.847,74.243,52.095,1790337475938.185,Normal,0.9619
WIX,17556,20260925-135404_p4_c4_r1,52,perf_20260925-135404_p4_c4_r1,2,11,1790337247241,0,1790337475938.185,76.295,88.941,1790337476104.438,Normal,0.9375
WIX,17556,20260925-135404_p4_c4_r1,54,perf_20260925-135404_p4_c4_r1,2,12,1790337247303,0,1790337476104.949,79.711,20.145,1790337476206.037,Normal,0.5178
WIX,17556,20260925-135404_p4_c4_r1,55,perf_20260925-135404_p4_c4_r1,2,13,1790337247350,0,1790337476207.164,52.822,55.014,1790337476315.999,Normal,0.9115
WIX,17556,20260925-135404_p4_c4_r1,56,perf_20260925-135404_p4_c4_r1,2,14,1790337247380,0,1790337476315.999,61.798,55.122,1790337476434.437,Normal,0.8164
WIX,17556,20260925-135404_p4_c4_r1,58,perf_20260925-135404_p4_c4_r1,2,15,1790337247442,0,1790337476435.606,43.654,45.998,1790337476526.264,Normal,0.9603
WIX,17556,20260925-135404_p4_c4_r1,61,perf_20260925-135404_p4_c4_r1,2,16,1790337247552,0,1790337476526.264,43.977,52.878,1790337476623.472,Normal,0.9584
WIX,17556,20260925-135404_p4_c4_r1,72,perf_20260925-135404_p4_c4_r1,2,17,1790337247928,0,1790337476624.495,52.858,49.715,1790337476727.067,Normal,0.9646
WIX,17556,20260925-135404_p4_c4_r1,74,perf_20260925-135404_p4_c4_r1,2,18,1790337247990,0,1790337476728.584,89.604,49.308,1790337476867.496,Normal,0.9763
WIX,17556,20260925-135404_p4_c4_r1,83,perf_20260925-135404_p4_c4_r1,2,19,1790337248302,0,1790337476867.496,57.572,51.283,1790337476976.352,Normal,0.9526
WIX,17556,20260925-135404_p4_c4_r1,101,perf_20260925-135404_p4_c4_r1,2,20,1790337248924,0,1790337476977.348,45.177,50.236,1790337477072.761,Normal,0.7275
