time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
14:18:53,0.0,94.0,218,30,kafka=1.47%/546.8MiB / 4.804GiB ; elasticsearch=0.66%/1.525GiB / 4.804GiB ; zookeeper=0.16%/98.52MiB / 4.804GiB
14:18:58,75.5,97.3,213,34,kafka=75.06%/546.8MiB / 4.804GiB ; elasticsearch=0.93%/1.525GiB / 4.804GiB ; zookeeper=0.39%/98.52MiB / 4.804GiB
14:19:03,84.9,96.9,219,16,kafka=1.20%/546.8MiB / 4.804GiB ; elasticsearch=0.62%/1.525GiB / 4.804GiB ; zookeeper=0.25%/98.52MiB / 4.804GiB
14:19:07,70.6,97.0,219,23,kafka=13.24%/550.8MiB / 4.804GiB ; elasticsearch=0.95%/1.525GiB / 4.804GiB ; zookeeper=0.19%/98.52MiB / 4.804GiB
14:19:11,70.9,97.7,264,15,kafka=1.71%/546.8MiB / 4.804GiB ; elasticsearch=3.77%/1.525GiB / 4.804GiB ; zookeeper=0.15%/98.52MiB / 4.804GiB
14:19:15,31.7,97.3,241,2,kafka=0.82%/547.4MiB / 4.804GiB ; elasticsearch=0.43%/1.525GiB / 4.804GiB ; zookeeper=0.13%/98.56MiB / 4.804GiB
14:19:20,11.6,97.6,253,27,kafka=113.46%/581.4MiB / 4.804GiB ; elasticsearch=0.62%/1.525GiB / 4.804GiB ; zookeeper=0.15%/98.56MiB / 4.804GiB
14:19:24,36.8,96.3,265,1,kafka=1.16%/546.6MiB / 4.804GiB ; elasticsearch=1.17%/1.525GiB / 4.804GiB ; zookeeper=0.12%/98.52MiB / 4.804GiB
14:19:29,6.5,96.1,257,8,kafka=1.11%/546.9MiB / 4.804GiB ; elasticsearch=0.69%/1.525GiB / 4.804GiB ; zookeeper=0.24%/98.52MiB / 4.804GiB
14:19:33,14.0,96.3,242,5,kafka=92.43%/546.9MiB / 4.804GiB ; elasticsearch=3.53%/1.525GiB / 4.804GiB ; zookeeper=0.08%/98.51MiB / 4.804GiB
14:19:38,11.5,96.1,230,2,kafka=1.62%/547.1MiB / 4.804GiB ; elasticsearch=0.39%/1.525GiB / 4.804GiB ; zookeeper=0.50%/98.51MiB / 4.804GiB
