seq,partition,offset,kafka_ts_ms,t_call_ms
52,0,52,1790332080202,1790332080202.467
53,0,53,1790332080202,1790332080202.467
54,0,54,1790332080202,1790332080202.467
55,0,55,1790332080202,1790332080202.467
56,0,56,1790332080202,1790332080202.467
57,0,57,1790332080202,1790332080202.467
58,0,58,1790332080203,1790332080202.467
59,0,59,1790332080203,1790332080203.649
60,0,60,1790332080203,1790332080203.649
61,0,61,1790332080203,1790332080203.649
62,0,62,1790332080203,1790332080203.649
63,0,63,1790332080203,1790332080203.649
64,0,64,1790332080204,1790332080204.188
65,0,65,1790332080204,1790332080204.188
66,0,66,1790332080204,1790332080204.188
67,0,67,1790332080204,1790332080204.188
68,0,68,1790332080204,1790332080204.188
69,0,69,1790332080204,1790332080204.188
70,0,70,1790332080204,1790332080204.188
71,0,71,1790332080204,1790332080204.188
72,0,72,1790332080204,1790332080204.188
73,0,73,1790332080204,1790332080204.769
74,0,74,1790332080204,1790332080204.769
75,0,75,1790332080204,1790332080204.769
76,0,76,1790332080204,1790332080204.769
77,0,77,1790332080204,1790332080204.769
78,0,78,1790332080204,1790332080204.769
79,0,79,1790332080204,1790332080204.769
80,0,80,1790332080204,1790332080204.769
81,0,81,1790332080204,1790332080204.769
82,0,82,1790332080204,1790332080204.769
83,0,83,1790332080204,1790332080204.769
84,0,84,1790332080204,1790332080204.769
85,0,85,1790332080204,1790332080204.769
86,0,86,1790332080204,1790332080204.769
87,0,87,1790332080204,1790332080204.769
88,0,88,1790332080205,1790332080204.769
89,0,89,1790332080212,1790332080212.778
90,0,90,1790332080212,1790332080212.778
91,0,91,1790332080212,1790332080212.778
92,0,92,1790332080212,1790332080212.778
93,0,93,1790332080212,1790332080212.778
94,0,94,1790332080212,1790332080212.778
95,0,95,1790332080213,1790332080213.778
96,0,96,1790332080213,1790332080213.778
97,0,97,1790332080213,1790332080213.778
98,0,98,1790332080213,1790332080213.778
99,0,99,1790332080213,1790332080213.778
100,0,100,1790332080213,1790332080213.778
101,0,101,1790332080213,1790332080213.778
102,0,102,1790332080213,1790332080213.778
103,0,103,1790332080213,1790332080213.778
104,0,104,1790332080213,1790332080213.778
105,0,105,1790332080213,1790332080213.778
106,0,106,1790332080213,1790332080213.778
107,0,107,1790332080213,1790332080213.778
108,0,108,1790332080213,1790332080213.778
109,0,109,1790332080213,1790332080213.778
110,0,110,1790332080214,1790332080214.779
111,0,111,1790332080214,1790332080214.779
112,0,112,1790332080214,1790332080214.779
113,0,113,1790332080214,1790332080214.779
114,0,114,1790332080214,1790332080214.779
115,0,115,1790332080214,1790332080214.779
116,0,116,1790332080214,1790332080214.779
117,0,117,1790332080214,1790332080214.779
118,0,118,1790332080214,1790332080214.779
119,0,119,1790332080214,1790332080214.779
120,0,120,1790332080214,1790332080214.779
121,0,121,1790332080214,1790332080214.779
122,0,122,1790332080214,1790332080214.779
123,0,123,1790332080214,1790332080214.779
124,0,124,1790332080214,1790332080214.779
125,0,125,1790332080214,1790332080214.779
126,0,126,1790332080215,1790332080214.779
127,0,127,1790332080215,1790332080215.785
128,0,128,1790332080215,1790332080215.785
129,0,129,1790332080215,1790332080215.785
130,0,130,1790332080215,1790332080215.785
131,0,131,1790332080215,1790332080215.785
132,0,132,1790332080215,1790332080215.785
133,0,133,1790332080215,1790332080215.785
134,0,134,1790332080215,1790332080215.785
135,0,135,1790332080215,1790332080215.785
136,0,136,1790332080215,1790332080215.785
137,0,137,1790332080215,1790332080215.785
138,0,138,1790332080215,1790332080215.785
139,0,139,1790332080215,1790332080215.785
140,0,140,1790332080215,1790332080215.785
141,0,141,1790332080215,1790332080215.785
142,0,142,1790332080216,1790332080216.79
143,0,143,1790332080216,1790332080216.79
144,0,144,1790332080216,1790332080216.79
145,0,145,1790332080216,1790332080216.79
146,0,146,1790332080216,1790332080216.79
147,0,147,1790332080216,1790332080216.79
148,0,148,1790332080216,1790332080216.79
149,0,149,1790332080216,1790332080216.79
150,0,150,1790332080216,1790332080216.79
151,0,151,1790332080216,1790332080216.79
152,0,152,1790332080216,1790332080216.79
153,0,153,1790332080216,1790332080216.79
154,0,154,1790332080216,1790332080216.79
155,0,155,1790332080216,1790332080216.79
156,0,156,1790332080216,1790332080216.79
157,0,157,1790332080217,1790332080216.79
158,0,158,1790332080217,1790332080217.785
159,0,159,1790332080217,1790332080217.785
160,0,160,1790332080217,1790332080217.785
161,0,161,1790332080217,1790332080217.785
162,0,162,1790332080217,1790332080217.785
163,0,163,1790332080217,1790332080217.785
164,0,164,1790332080217,1790332080217.785
165,0,165,1790332080217,1790332080217.785
166,0,166,1790332080217,1790332080217.785
167,0,167,1790332080217,1790332080217.785
168,0,168,1790332080217,1790332080217.785
169,0,169,1790332080217,1790332080217.785
170,0,170,1790332080217,1790332080217.785
171,0,171,1790332080217,1790332080217.785
172,0,172,1790332080218,1790332080217.785
173,0,173,1790332080218,1790332080218.784
174,0,174,1790332080218,1790332080218.784
175,0,175,1790332080218,1790332080218.784
176,0,176,1790332080218,1790332080218.784
177,0,177,1790332080218,1790332080218.784
178,0,178,1790332080218,1790332080218.784
179,0,179,1790332080218,1790332080218.784
180,0,180,1790332080218,1790332080218.784
181,0,181,1790332080218,1790332080218.784
182,0,182,1790332080218,1790332080218.784
183,0,183,1790332080218,1790332080218.784
184,0,184,1790332080218,1790332080218.784
185,0,185,1790332080218,1790332080218.784
186,0,186,1790332080218,1790332080218.784
187,0,187,1790332080218,1790332080218.784
188,0,188,1790332080219,1790332080218.784
189,0,189,1790332080219,1790332080219.788
190,0,190,1790332080219,1790332080219.788
191,0,191,1790332080219,1790332080219.788
192,0,192,1790332080219,1790332080219.788
193,0,193,1790332080219,1790332080219.788
194,0,194,1790332080219,1790332080219.788
195,0,195,1790332080219,1790332080219.788
196,0,196,1790332080219,1790332080219.788
197,0,197,1790332080219,1790332080219.788
198,0,198,1790332080219,1790332080219.788
199,0,199,1790332080219,1790332080219.788
200,0,200,1790332080219,1790332080219.788
201,0,201,1790332080219,1790332080219.788
202,0,202,1790332080219,1790332080219.788
203,0,203,1790332080219,1790332080219.788
204,0,204,1790332080220,1790332080220.787
205,0,205,1790332080220,1790332080220.787
206,0,206,1790332080220,1790332080220.787
207,0,207,1790332080220,1790332080220.787
208,0,208,1790332080220,1790332080220.787
209,0,209,1790332080220,1790332080220.787
210,0,210,1790332080220,1790332080220.787
211,0,211,1790332080220,1790332080220.787
212,0,212,1790332080220,1790332080220.787
213,0,213,1790332080220,1790332080220.787
214,0,214,1790332080220,1790332080220.787
215,0,215,1790332080220,1790332080220.787
216,0,216,1790332080220,1790332080220.787
217,0,217,1790332080220,1790332080220.787
218,0,218,1790332080220,1790332080220.787
219,0,219,1790332080221,1790332080220.787
220,0,220,1790332080221,1790332080221.791
221,0,221,1790332080221,1790332080221.791
222,0,222,1790332080221,1790332080221.791
223,0,223,1790332080221,1790332080221.791
224,0,224,1790332080221,1790332080221.791
225,0,225,1790332080221,1790332080221.791
226,0,226,1790332080222,1790332080221.791
227,0,227,1790332080222,1790332080222.786
228,0,228,1790332080222,1790332080222.786
229,0,229,1790332080222,1790332080222.786
230,0,230,1790332080222,1790332080222.786
231,0,231,1790332080222,1790332080222.786
232,0,232,1790332080222,1790332080222.786
233,0,233,1790332080222,1790332080222.786
234,0,234,1790332080222,1790332080222.786
235,0,235,1790332080222,1790332080222.786
236,0,236,1790332080222,1790332080222.786
237,0,237,1790332080222,1790332080222.786
238,0,238,1790332080222,1790332080222.786
239,0,239,1790332080222,1790332080222.786
240,0,240,1790332080222,1790332080222.786
241,0,241,1790332080222,1790332080222.786
242,0,242,1790332080223,1790332080222.786
243,0,243,1790332080223,1790332080223.789
244,0,244,1790332080223,1790332080223.789
245,0,245,1790332080223,1790332080223.789
246,0,246,1790332080223,1790332080223.789
247,0,247,1790332080223,1790332080223.789
248,0,248,1790332080223,1790332080223.789
249,0,249,1790332080223,1790332080223.789
250,0,250,1790332080223,1790332080223.789
251,0,251,1790332080223,1790332080223.789
252,0,252,1790332080223,1790332080223.789
253,0,253,1790332080223,1790332080223.789
254,0,254,1790332080223,1790332080223.789
255,0,255,1790332080223,1790332080223.789
256,0,256,1790332080223,1790332080223.789
257,0,257,1790332080224,1790332080223.789
258,0,258,1790332080224,1790332080224.789
259,0,259,1790332080224,1790332080224.789
260,0,260,1790332080224,1790332080224.789
261,0,261,1790332080224,1790332080224.789
262,0,262,1790332080224,1790332080224.789
263,0,263,1790332080224,1790332080224.789
264,0,264,1790332080224,1790332080224.789
265,0,265,1790332080224,1790332080224.789
266,0,266,1790332080224,1790332080224.789
267,0,267,1790332080224,1790332080224.789
268,0,268,1790332080224,1790332080224.789
269,0,269,1790332080224,1790332080224.789
270,0,270,1790332080224,1790332080224.789
271,0,271,1790332080224,1790332080224.789
272,0,272,1790332080224,1790332080224.789
273,0,273,1790332080225,1790332080224.789
274,0,274,1790332080225,1790332080225.788
275,0,275,1790332080225,1790332080225.788
276,0,276,1790332080225,1790332080225.788
277,0,277,1790332080225,1790332080225.788
278,0,278,1790332080225,1790332080225.788
279,0,279,1790332080225,1790332080225.788
280,0,280,1790332080225,1790332080225.788
281,0,281,1790332080225,1790332080225.788
282,0,282,1790332080225,1790332080225.788
283,0,283,1790332080225,1790332080225.788
284,0,284,1790332080225,1790332080225.788
285,0,285,1790332080225,1790332080225.788
286,0,286,1790332080225,1790332080225.788
287,0,287,1790332080225,1790332080225.788
288,0,288,1790332080225,1790332080225.788
289,0,289,1790332080226,1790332080225.788
290,0,290,1790332080226,1790332080226.79
291,0,291,1790332080226,1790332080226.79
292,0,292,1790332080226,1790332080226.79
293,0,293,1790332080226,1790332080226.79
294,0,294,1790332080226,1790332080226.79
295,0,295,1790332080226,1790332080226.79
296,0,296,1790332080226,1790332080226.79
297,0,297,1790332080226,1790332080226.79
298,0,298,1790332080226,1790332080226.79
299,0,299,1790332080226,1790332080226.79
300,0,300,1790332080226,1790332080226.79
301,0,301,1790332080226,1790332080226.79
302,0,302,1790332080226,1790332080226.79
303,0,303,1790332080226,1790332080226.79
304,0,304,1790332080227,1790332080227.787
305,0,305,1790332080227,1790332080227.787
306,0,306,1790332080227,1790332080227.787
307,0,307,1790332080227,1790332080227.787
308,0,308,1790332080227,1790332080227.787
309,0,309,1790332080227,1790332080227.787
310,0,310,1790332080227,1790332080227.787
311,0,311,1790332080227,1790332080227.787
312,0,312,1790332080227,1790332080227.787
313,0,313,1790332080227,1790332080227.787
314,0,314,1790332080227,1790332080227.787
315,0,315,1790332080227,1790332080227.787
316,0,316,1790332080227,1790332080227.787
317,0,317,1790332080227,1790332080227.787
318,0,318,1790332080227,1790332080227.787
319,0,319,1790332080227,1790332080227.787
320,0,320,1790332080228,1790332080228.787
321,0,321,1790332080228,1790332080228.787
322,0,322,1790332080228,1790332080228.787
323,0,323,1790332080228,1790332080228.787
324,0,324,1790332080228,1790332080228.787
325,0,325,1790332080228,1790332080228.787
326,0,326,1790332080228,1790332080228.787
327,0,327,1790332080228,1790332080228.787
328,0,328,1790332080228,1790332080228.787
329,0,329,1790332080228,1790332080228.787
330,0,330,1790332080228,1790332080228.787
331,0,331,1790332080228,1790332080228.787
332,0,332,1790332080228,1790332080228.787
333,0,333,1790332080228,1790332080228.787
334,0,334,1790332080228,1790332080228.787
335,0,335,1790332080228,1790332080228.787
336,0,336,1790332080228,1790332080228.787
337,0,337,1790332080228,1790332080228.787
338,0,338,1790332080228,1790332080228.787
339,0,339,1790332080228,1790332080228.787
340,0,340,1790332080228,1790332080228.787
341,0,341,1790332080228,1790332080228.787
342,0,342,1790332080230,1790332080228.787
343,0,343,1790332080230,1790332080230.3
344,0,344,1790332080230,1790332080230.3
345,0,345,1790332080230,1790332080230.3
346,0,346,1790332080230,1790332080230.3
347,0,347,1790332080230,1790332080230.3
348,0,348,1790332080230,1790332080230.3
349,0,349,1790332080230,1790332080230.3
350,0,350,1790332080230,1790332080230.3
351,0,351,1790332080230,1790332080230.3
352,0,352,1790332080230,1790332080230.3
353,0,353,1790332080230,1790332080230.3
354,0,354,1790332080230,1790332080230.3
355,0,355,1790332080230,1790332080230.3
356,0,356,1790332080230,1790332080230.3
357,0,357,1790332080230,1790332080230.3
358,0,358,1790332080230,1790332080230.3
359,0,359,1790332080230,1790332080230.3
360,0,360,1790332080230,1790332080230.3
361,0,361,1790332080230,1790332080230.3
362,0,362,1790332080230,1790332080230.3
363,0,363,1790332080230,1790332080230.3
364,0,364,1790332080230,1790332080230.3
365,0,365,1790332080230,1790332080230.3
366,0,366,1790332080230,1790332080230.3
367,0,367,1790332080230,1790332080230.3
368,0,368,1790332080230,1790332080230.3
369,0,369,1790332080232,1790332080232.071
370,0,370,1790332080232,1790332080232.071
371,0,371,1790332080232,1790332080232.071
372,0,372,1790332080232,1790332080232.071
373,0,373,1790332080232,1790332080232.071
374,0,374,1790332080232,1790332080232.071
375,0,375,1790332080232,1790332080232.071
376,0,376,1790332080232,1790332080232.071
377,0,377,1790332080232,1790332080232.071
378,0,378,1790332080232,1790332080232.071
379,0,379,1790332080232,1790332080232.071
380,0,380,1790332080232,1790332080232.071
381,0,381,1790332080232,1790332080232.071
382,0,382,1790332080232,1790332080232.071
383,0,383,1790332080232,1790332080232.071
384,0,384,1790332080233,1790332080232.071
385,0,385,1790332080233,1790332080233.084
386,0,386,1790332080233,1790332080233.084
387,0,387,1790332080233,1790332080233.084
388,0,388,1790332080233,1790332080233.084
389,0,389,1790332080233,1790332080233.084
390,0,390,1790332080233,1790332080233.084
391,0,391,1790332080233,1790332080233.084
392,0,392,1790332080233,1790332080233.084
393,0,393,1790332080233,1790332080233.084
394,0,394,1790332080233,1790332080233.084
395,0,395,1790332080233,1790332080233.084
396,0,396,1790332080233,1790332080233.084
397,0,397,1790332080233,1790332080233.084
398,0,398,1790332080233,1790332080233.084
399,0,399,1790332080233,1790332080233.084
400,0,400,1790332080233,1790332080233.084
401,0,401,1790332080233,1790332080233.084
402,0,402,1790332080233,1790332080233.084
403,0,403,1790332080234,1790332080233.084
404,0,404,1790332080234,1790332080234.353
405,0,405,1790332080234,1790332080234.353
406,0,406,1790332080234,1790332080234.353
407,0,407,1790332080234,1790332080234.353
408,0,408,1790332080234,1790332080234.353
409,0,409,1790332080234,1790332080234.353
410,0,410,1790332080234,1790332080234.353
411,0,411,1790332080234,1790332080234.353
412,0,412,1790332080234,1790332080234.353
413,0,413,1790332080234,1790332080234.353
414,0,414,1790332080234,1790332080234.353
415,0,415,1790332080234,1790332080234.353
416,0,416,1790332080234,1790332080234.353
417,0,417,1790332080235,1790332080234.353
418,0,418,1790332080235,1790332080235.351
419,0,419,1790332080235,1790332080235.351
420,0,420,1790332080235,1790332080235.351
421,0,421,1790332080235,1790332080235.351
422,0,422,1790332080235,1790332080235.351
423,0,423,1790332080235,1790332080235.351
424,0,424,1790332080235,1790332080235.351
425,0,425,1790332080235,1790332080235.351
426,0,426,1790332080235,1790332080235.351
427,0,427,1790332080235,1790332080235.351
428,0,428,1790332080235,1790332080235.351
429,0,429,1790332080235,1790332080235.351
430,0,430,1790332080235,1790332080235.351
431,0,431,1790332080235,1790332080235.351
432,0,432,1790332080235,1790332080235.351
433,0,433,1790332080236,1790332080235.351
434,0,434,1790332080236,1790332080236.352
435,0,435,1790332080236,1790332080236.352
436,0,436,1790332080236,1790332080236.352
437,0,437,1790332080236,1790332080236.352
438,0,438,1790332080236,1790332080236.352
439,0,439,1790332080236,1790332080236.352
440,0,440,1790332080236,1790332080236.352
441,0,441,1790332080236,1790332080236.352
442,0,442,1790332080236,1790332080236.352
443,0,443,1790332080236,1790332080236.352
444,0,444,1790332080236,1790332080236.352
445,0,445,1790332080236,1790332080236.352
446,0,446,1790332080236,1790332080236.352
447,0,447,1790332080236,1790332080236.352
448,0,448,1790332080236,1790332080236.352
449,0,449,1790332080236,1790332080236.352
450,0,450,1790332080236,1790332080236.352
451,0,451,1790332080236,1790332080236.352
452,0,452,1790332080236,1790332080236.352
453,0,453,1790332080236,1790332080236.352
454,0,454,1790332080237,1790332080237.865
455,0,455,1790332080243,1790332080237.865
456,0,456,1790332080244,1790332080244.88
457,0,457,1790332080244,1790332080244.88
458,0,458,1790332080244,1790332080244.88
459,0,459,1790332080244,1790332080244.88
460,0,460,1790332080244,1790332080244.88
461,0,461,1790332080244,1790332080244.88
462,0,462,1790332080245,1790332080245.879
463,0,463,1790332080245,1790332080245.879
464,0,464,1790332080245,1790332080245.879
465,0,465,1790332080245,1790332080245.879
466,0,466,1790332080245,1790332080245.879
467,0,467,1790332080245,1790332080245.879
468,0,468,1790332080245,1790332080245.879
469,0,469,1790332080246,1790332080245.879
470,0,470,1790332080246,1790332080246.878
471,0,471,1790332080246,1790332080246.878
472,0,472,1790332080246,1790332080246.878
473,0,473,1790332080246,1790332080246.878
474,0,474,1790332080246,1790332080246.878
475,0,475,1790332080246,1790332080246.878
476,0,476,1790332080246,1790332080246.878
477,0,477,1790332080246,1790332080246.878
478,0,478,1790332080246,1790332080246.878
479,0,479,1790332080247,1790332080246.878
480,0,480,1790332080247,1790332080247.877
481,0,481,1790332080247,1790332080247.877
482,0,482,1790332080247,1790332080247.877
483,0,483,1790332080247,1790332080247.877
484,0,484,1790332080247,1790332080247.877
485,0,485,1790332080247,1790332080247.877
486,0,486,1790332080247,1790332080247.877
487,0,487,1790332080247,1790332080247.877
488,0,488,1790332080248,1790332080248.875
489,0,489,1790332080248,1790332080248.875
490,0,490,1790332080248,1790332080248.875
491,0,491,1790332080248,1790332080248.875
492,0,492,1790332080248,1790332080248.875
493,0,493,1790332080248,1790332080248.875
494,0,494,1790332080248,1790332080248.875
495,0,495,1790332080248,1790332080248.875
496,0,496,1790332080248,1790332080248.875
497,0,497,1790332080248,1790332080248.875
498,0,498,1790332080248,1790332080248.875
499,0,499,1790332080248,1790332080248.875
500,0,500,1790332080248,1790332080248.875
501,0,501,1790332080248,1790332080248.875
502,0,502,1790332080248,1790332080248.875
503,0,503,1790332080248,1790332080248.875
504,0,504,1790332080248,1790332080248.875
505,0,505,1790332080250,1790332080248.875
506,0,506,1790332080250,1790332080250.384
507,0,507,1790332080250,1790332080250.384
508,0,508,1790332080250,1790332080250.384
509,0,509,1790332080250,1790332080250.384
510,0,510,1790332080250,1790332080250.384
511,0,511,1790332080250,1790332080250.384
512,0,512,1790332080250,1790332080250.384
513,0,513,1790332080250,1790332080250.384
514,0,514,1790332080250,1790332080250.384
515,0,515,1790332080250,1790332080250.384
516,0,516,1790332080250,1790332080250.384
517,0,517,1790332080250,1790332080250.384
518,0,518,1790332080251,1790332080250.384
519,0,519,1790332080251,1790332080251.396
520,0,520,1790332080251,1790332080251.396
521,0,521,1790332080251,1790332080251.396
522,0,522,1790332080251,1790332080251.396
523,0,523,1790332080251,1790332080251.396
524,0,524,1790332080251,1790332080251.396
525,0,525,1790332080251,1790332080251.396
526,0,526,1790332080251,1790332080251.396
527,0,527,1790332080251,1790332080251.396
528,0,528,1790332080251,1790332080251.396
529,0,529,1790332080251,1790332080251.396
530,0,530,1790332080251,1790332080251.396
531,0,531,1790332080251,1790332080251.396
532,0,532,1790332080252,1790332080251.396
533,0,533,1790332080252,1790332080252.394
534,0,534,1790332080252,1790332080252.394
535,0,535,1790332080252,1790332080252.394
536,0,536,1790332080252,1790332080252.394
537,0,537,1790332080252,1790332080252.394
538,0,538,1790332080252,1790332080252.394
539,0,539,1790332080252,1790332080252.394
540,0,540,1790332080252,1790332080252.9
541,0,541,1790332080252,1790332080252.9
542,0,542,1790332080252,1790332080252.9
543,0,543,1790332080252,1790332080252.9
544,0,544,1790332080252,1790332080252.9
545,0,545,1790332080252,1790332080252.9
546,0,546,1790332080252,1790332080252.9
547,0,547,1790332080252,1790332080252.9
548,0,548,1790332080252,1790332080252.9
549,0,549,1790332080252,1790332080252.9
550,0,550,1790332080252,1790332080252.9
551,0,551,1790332080252,1790332080252.9
552,0,552,1790332080252,1790332080252.9
553,0,553,1790332080252,1790332080252.9
554,0,554,1790332080252,1790332080252.9
555,0,555,1790332080252,1790332080252.9
556,0,556,1790332080257,1790332080253.907
557,0,557,1790332080258,1790332080258.489
558,0,558,1790332080258,1790332080258.489
559,0,559,1790332080258,1790332080258.489
560,0,560,1790332080258,1790332080258.489
561,0,561,1790332080258,1790332080258.489
562,0,562,1790332080258,1790332080258.489
563,0,563,1790332080258,1790332080258.489
564,0,564,1790332080258,1790332080258.489
565,0,565,1790332080258,1790332080258.489
566,0,566,1790332080258,1790332080258.489
567,0,567,1790332080258,1790332080258.489
568,0,568,1790332080259,1790332080258.489
569,0,569,1790332080259,1790332080259.488
570,0,570,1790332080259,1790332080259.488
571,0,571,1790332080259,1790332080259.488
572,0,572,1790332080259,1790332080259.488
573,0,573,1790332080259,1790332080259.488
574,0,574,1790332080259,1790332080259.488
575,0,575,1790332080259,1790332080259.488
576,0,576,1790332080259,1790332080259.488
577,0,577,1790332080259,1790332080259.488
578,0,578,1790332080259,1790332080259.488
579,0,579,1790332080259,1790332080259.488
580,0,580,1790332080259,1790332080259.488
581,0,581,1790332080259,1790332080259.488
582,0,582,1790332080260,1790332080259.488
583,0,583,1790332080260,1790332080260.49
584,0,584,1790332080260,1790332080260.49
585,0,585,1790332080260,1790332080260.49
586,0,586,1790332080260,1790332080260.49
587,0,587,1790332080260,1790332080260.49
588,0,588,1790332080260,1790332080260.49
589,0,589,1790332080260,1790332080260.49
590,0,590,1790332080261,1790332080260.49
591,0,591,1790332080261,1790332080261.026
592,0,592,1790332080261,1790332080261.026
593,0,593,1790332080261,1790332080261.026
594,0,594,1790332080261,1790332080261.026
595,0,595,1790332080261,1790332080261.026
596,0,596,1790332080261,1790332080261.026
597,0,597,1790332080261,1790332080261.026
598,0,598,1790332080261,1790332080261.026
599,0,599,1790332080261,1790332080261.026
600,0,600,1790332080261,1790332080261.026
601,0,601,1790332080261,1790332080261.026
602,0,602,1790332080261,1790332080261.026
603,0,603,1790332080261,1790332080261.026
604,0,604,1790332080261,1790332080261.026
605,0,605,1790332080261,1790332080261.026
606,0,606,1790332080261,1790332080261.026
607,0,607,1790332080262,1790332080261.026
608,0,608,1790332080262,1790332080262.06
609,0,609,1790332080262,1790332080262.06
610,0,610,1790332080262,1790332080262.06
611,0,611,1790332080262,1790332080262.06
612,0,612,1790332080262,1790332080262.06
613,0,613,1790332080262,1790332080262.06
614,0,614,1790332080262,1790332080262.06
615,0,615,1790332080262,1790332080262.06
616,0,616,1790332080262,1790332080262.06
617,0,617,1790332080262,1790332080262.06
618,0,618,1790332080262,1790332080262.06
619,0,619,1790332080262,1790332080262.06
620,0,620,1790332080262,1790332080262.06
621,0,621,1790332080262,1790332080262.06
622,0,622,1790332080263,1790332080262.06
623,0,623,1790332080263,1790332080263.094
624,0,624,1790332080263,1790332080263.094
625,0,625,1790332080263,1790332080263.63
626,0,626,1790332080263,1790332080263.63
627,0,627,1790332080263,1790332080263.63
628,0,628,1790332080263,1790332080263.63
629,0,629,1790332080263,1790332080263.63
630,0,630,1790332080263,1790332080263.63
631,0,631,1790332080263,1790332080263.63
632,0,632,1790332080263,1790332080263.63
633,0,633,1790332080263,1790332080263.63
634,0,634,1790332080263,1790332080263.63
635,0,635,1790332080263,1790332080263.63
636,0,636,1790332080263,1790332080263.63
637,0,637,1790332080263,1790332080263.63
638,0,638,1790332080263,1790332080263.63
639,0,639,1790332080263,1790332080263.63
640,0,640,1790332080263,1790332080263.63
641,0,641,1790332080264,1790332080263.63
642,0,642,1790332080264,1790332080264.666
643,0,643,1790332080264,1790332080264.666
644,0,644,1790332080264,1790332080264.666
645,0,645,1790332080264,1790332080264.666
646,0,646,1790332080264,1790332080264.666
647,0,647,1790332080264,1790332080264.666
648,0,648,1790332080264,1790332080264.666
649,0,649,1790332080264,1790332080264.666
650,0,650,1790332080264,1790332080264.666
651,0,651,1790332080264,1790332080264.666
652,0,652,1790332080264,1790332080264.666
653,0,653,1790332080264,1790332080264.666
654,0,654,1790332080264,1790332080264.666
655,0,655,1790332080264,1790332080264.666
656,0,656,1790332080264,1790332080264.666
657,0,657,1790332080265,1790332080264.666
658,0,658,1790332080265,1790332080265.667
659,0,659,1790332080265,1790332080265.667
660,0,660,1790332080265,1790332080265.667
661,0,661,1790332080265,1790332080265.667
662,0,662,1790332080265,1790332080265.667
663,0,663,1790332080265,1790332080265.667
664,0,664,1790332080265,1790332080265.667
665,0,665,1790332080265,1790332080265.667
666,0,666,1790332080265,1790332080265.667
667,0,667,1790332080265,1790332080265.667
668,0,668,1790332080265,1790332080265.667
669,0,669,1790332080265,1790332080265.667
670,0,670,1790332080265,1790332080265.667
671,0,671,1790332080265,1790332080265.667
672,0,672,1790332080265,1790332080265.667
673,0,673,1790332080266,1790332080266.666
674,0,674,1790332080266,1790332080266.666
675,0,675,1790332080266,1790332080266.666
676,0,676,1790332080266,1790332080266.666
677,0,677,1790332080266,1790332080266.666
678,0,678,1790332080266,1790332080266.666
679,0,679,1790332080266,1790332080266.666
680,0,680,1790332080266,1790332080266.666
681,0,681,1790332080266,1790332080266.666
682,0,682,1790332080266,1790332080266.666
683,0,683,1790332080266,1790332080266.666
684,0,684,1790332080266,1790332080266.666
685,0,685,1790332080266,1790332080266.666
686,0,686,1790332080266,1790332080266.666
687,0,687,1790332080266,1790332080266.666
688,0,688,1790332080266,1790332080266.666
689,0,689,1790332080267,1790332080266.666
690,0,690,1790332080267,1790332080267.669
691,0,691,1790332080267,1790332080267.669
692,0,692,1790332080267,1790332080267.669
693,0,693,1790332080267,1790332080267.669
694,0,694,1790332080267,1790332080267.669
695,0,695,1790332080267,1790332080267.669
696,0,696,1790332080267,1790332080267.669
