time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
12:28:03,42.9,92.2,289,0,kafka=1.18%/527.9MiB / 4.804GiB ; elasticsearch=1.06%/1.476GiB / 4.804GiB ; zookeeper=0.14%/83.5MiB / 4.804GiB
12:28:08,43.5,95.2,289,0,kafka=0.91%/527.9MiB / 4.804GiB ; elasticsearch=0.58%/1.476GiB / 4.804GiB ; zookeeper=0.14%/83.5MiB / 4.804GiB
12:28:13,41.6,96.5,314,2,kafka=0.99%/528MiB / 4.804GiB ; elasticsearch=0.67%/1.476GiB / 4.804GiB ; zookeeper=0.49%/83.51MiB / 4.804GiB
12:28:17,28.0,95.9,288,0,kafka=0.73%/528MiB / 4.804GiB ; elasticsearch=0.50%/1.476GiB / 4.804GiB ; zookeeper=0.29%/83.51MiB / 4.804GiB
12:28:22,33.1,95.7,288,0,kafka=0.95%/528MiB / 4.804GiB ; elasticsearch=3.36%/1.476GiB / 4.804GiB ; zookeeper=0.23%/83.51MiB / 4.804GiB
12:28:25,24.1,96.0,312,12,kafka=18.59%/531.4MiB / 4.804GiB ; elasticsearch=1.72%/1.476GiB / 4.804GiB ; zookeeper=0.13%/83.51MiB / 4.804GiB
12:28:30,14.1,96.5,312,0,kafka=15.07%/545.2MiB / 4.804GiB ; elasticsearch=22.37%/1.481GiB / 4.804GiB ; zookeeper=0.10%/83.51MiB / 4.804GiB
12:28:34,25.9,96.8,312,0,kafka=0.90%/531.5MiB / 4.804GiB ; elasticsearch=20.15%/1.483GiB / 4.804GiB ; zookeeper=0.30%/83.73MiB / 4.804GiB
12:28:38,24.5,96.5,287,0,kafka=0.94%/531.5MiB / 4.804GiB ; elasticsearch=16.42%/1.485GiB / 4.804GiB ; zookeeper=0.13%/83.73MiB / 4.804GiB
12:28:43,17.0,96.5,287,0,kafka=188.11%/593.1MiB / 4.804GiB ; elasticsearch=10.19%/1.485GiB / 4.804GiB ; zookeeper=0.11%/83.72MiB / 4.804GiB
12:28:47,37.0,97.2,287,0,kafka=1.05%/531.5MiB / 4.804GiB ; elasticsearch=40.07%/1.491GiB / 4.804GiB ; zookeeper=0.12%/83.73MiB / 4.804GiB
12:28:52,22.0,96.6,287,0,kafka=0.75%/531.5MiB / 4.804GiB ; elasticsearch=26.46%/1.485GiB / 4.804GiB ; zookeeper=0.62%/83.73MiB / 4.804GiB
12:28:56,26.7,97.0,306,0,kafka=0.86%/531.5MiB / 4.804GiB ; elasticsearch=7.61%/1.485GiB / 4.804GiB ; zookeeper=0.83%/83.73MiB / 4.804GiB
12:29:00,18.8,96.9,296,0,kafka=0.85%/531.6MiB / 4.804GiB ; elasticsearch=10.77%/1.486GiB / 4.804GiB ; zookeeper=0.14%/83.73MiB / 4.804GiB
12:29:05,32.5,97.3,316,0,kafka=146.65%/607MiB / 4.804GiB ; elasticsearch=8.35%/1.486GiB / 4.804GiB ; zookeeper=0.73%/83.73MiB / 4.804GiB
12:29:09,36.0,97.7,315,0,kafka=1.17%/531.7MiB / 4.804GiB ; elasticsearch=5.13%/1.486GiB / 4.804GiB ; zookeeper=0.12%/83.73MiB / 4.804GiB
12:29:14,19.0,97.9,290,0,kafka=3.32%/532.1MiB / 4.804GiB ; elasticsearch=12.87%/1.487GiB / 4.804GiB ; zookeeper=0.81%/83.73MiB / 4.804GiB
12:29:18,61.3,97.8,322,19,kafka=0.94%/532.1MiB / 4.804GiB ; elasticsearch=11.50%/1.488GiB / 4.804GiB ; zookeeper=0.81%/83.75MiB / 4.804GiB
12:29:23,17.4,97.4,296,0,kafka=1.11%/532.1MiB / 4.804GiB ; elasticsearch=20.19%/1.488GiB / 4.804GiB ; zookeeper=0.11%/83.73MiB / 4.804GiB
12:29:27,16.4,97.3,296,0,kafka=191.19%/599MiB / 4.804GiB ; elasticsearch=9.23%/1.488GiB / 4.804GiB ; zookeeper=0.12%/83.73MiB / 4.804GiB
12:29:32,37.4,97.6,325,16,kafka=0.82%/532.1MiB / 4.804GiB ; elasticsearch=8.52%/1.488GiB / 4.804GiB ; zookeeper=0.15%/83.75MiB / 4.804GiB
