node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,12984,20260925-151752_p4_c4_r1,1,perf_20260925-151752_p4_c4_r1,3,0,1790342297479,0,1790342297528.164,853.376,592.399,1790342298975.937,Normal,0.9403
WIX,12984,20260925-151752_p4_c4_r1,3,perf_20260925-151752_p4_c4_r1,3,1,1790342297480,0,1790342298975.937,54.349,9.081,1790342299039.367,Normal,0.9588
WIX,12984,20260925-151752_p4_c4_r1,7,perf_20260925-151752_p4_c4_r1,3,2,1790342297608,0,1790342299045.384,72.911,46.353,1790342299164.647,Normal,0.8199
WIX,12984,20260925-151752_p4_c4_r1,8,perf_20260925-151752_p4_c4_r1,3,3,1790342297638,0,1790342299164.647,77.657,51.937,1790342299294.241,OFFENSIVE,0.6827
WIX,12984,20260925-151752_p4_c4_r1,9,perf_20260925-151752_p4_c4_r1,3,4,1790342297669,0,1790342299295.239,71.209,45.957,1790342299412.981,Normal,0.9532
WIX,12984,20260925-151752_p4_c4_r1,13,perf_20260925-151752_p4_c4_r1,3,5,1790342297812,0,1790342299412.981,54.538,44.985,1790342299513.557,Normal,0.9406
WIX,12984,20260925-151752_p4_c4_r1,14,perf_20260925-151752_p4_c4_r1,3,6,1790342297843,0,1790342299514.595,95.964,45.917,1790342299657.473,Normal,0.9675
WIX,12984,20260925-151752_p4_c4_r1,19,perf_20260925-151752_p4_c4_r1,3,7,1790342298015,0,1790342299658.483,107.517,46.693,1790342299813.692,Normal,0.9553
WIX,12984,20260925-151752_p4_c4_r1,22,perf_20260925-151752_p4_c4_r1,3,8,1790342298126,0,1790342299813.692,36.378,51.349,1790342299902.423,Normal,0.9351
WIX,12984,20260925-151752_p4_c4_r1,28,perf_20260925-151752_p4_c4_r1,3,9,1790342298329,0,1790342299902.423,51.62,46.167,1790342300000.21,Normal,0.8797
WIX,12984,20260925-151752_p4_c4_r1,30,perf_20260925-151752_p4_c4_r1,3,10,1790342298392,0,1790342300001.357,61.559,46.94,1790342300110.367,Normal,0.7349
WIX,12984,20260925-151752_p4_c4_r1,31,perf_20260925-151752_p4_c4_r1,3,11,1790342298424,0,1790342300110.367,56.931,50.279,1790342300217.576,Normal,0.8595
WIX,12984,20260925-151752_p4_c4_r1,32,perf_20260925-151752_p4_c4_r1,3,12,1790342298471,0,1790342300218.277,83.282,51.084,1790342300353.652,Normal,0.9739
WIX,12984,20260925-151752_p4_c4_r1,33,perf_20260925-151752_p4_c4_r1,3,13,1790342298503,0,1790342300354.197,59.809,53.194,1790342300468.197,Normal,0.8958
WIX,12984,20260925-151752_p4_c4_r1,35,perf_20260925-151752_p4_c4_r1,3,14,1790342298563,0,1790342300468.197,124.38,55.128,1790342300648.709,Normal,0.9787
WIX,12984,20260925-151752_p4_c4_r1,39,perf_20260925-151752_p4_c4_r1,3,15,1790342298706,0,1790342300649.716,107.317,50.84,1790342300807.874,Normal,0.9052
WIX,12984,20260925-151752_p4_c4_r1,44,perf_20260925-151752_p4_c4_r1,3,16,1790342298878,0,1790342300808.884,62.418,48.876,1790342300921.174,Normal,0.9719
WIX,12984,20260925-151752_p4_c4_r1,50,perf_20260925-151752_p4_c4_r1,3,17,1790342299082,0,1790342300933.26,56.661,51.762,1790342301042.681,Normal,0.9656
WIX,12984,20260925-151752_p4_c4_r1,53,perf_20260925-151752_p4_c4_r1,3,18,1790342299192,0,1790342301043.683,46.905,50.418,1790342301141.005,Normal,0.9375
WIX,12984,20260925-151752_p4_c4_r1,60,perf_20260925-151752_p4_c4_r1,3,19,1790342299425,0,1790342301141.697,63.463,49.469,1790342301255.627,HATE,0.6385
WIX,12984,20260925-151752_p4_c4_r1,64,perf_20260925-151752_p4_c4_r1,3,20,1790342299567,0,1790342301256.626,72.206,71.33,1790342301401.172,Normal,0.9703
WIX,12984,20260925-151752_p4_c4_r1,66,perf_20260925-151752_p4_c4_r1,3,21,1790342299646,0,1790342301401.172,77.564,46.8,1790342301527.052,Normal,0.8809
WIX,12984,20260925-151752_p4_c4_r1,70,perf_20260925-151752_p4_c4_r1,3,22,1790342299772,0,1790342301527.052,57.575,61.404,1790342301647.029,Normal,0.9618
WIX,12984,20260925-151752_p4_c4_r1,71,perf_20260925-151752_p4_c4_r1,3,23,1790342299818,0,1790342301647.029,65.284,48.998,1790342301761.312,Normal,0.9087
WIX,12984,20260925-151752_p4_c4_r1,79,perf_20260925-151752_p4_c4_r1,3,24,1790342300085,0,1790342301762.318,138.45,46.0,1790342301947.831,Normal,0.8913
WIX,12984,20260925-151752_p4_c4_r1,80,perf_20260925-151752_p4_c4_r1,3,25,1790342300116,0,1790342301948.368,44.325,47.55,1790342302040.828,Normal,0.797
WIX,12984,20260925-151752_p4_c4_r1,87,perf_20260925-151752_p4_c4_r1,3,26,1790342300365,0,1790342302040.828,37.584,47.174,1790342302126.596,Normal,0.931
