node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,17004,20260925-151752_p4_c4_r1,5,perf_20260925-151752_p4_c4_r1,2,0,1790342297540,0,1790342297557.701,823.84,585.512,1790342298969.05,Normal,0.9157
WIX,17004,20260925-151752_p4_c4_r1,6,perf_20260925-151752_p4_c4_r1,2,1,1790342297581,0,1790342298974.05,56.236,7.565,1790342299037.85,Normal,0.9297
WIX,17004,20260925-151752_p4_c4_r1,10,perf_20260925-151752_p4_c4_r1,2,2,1790342297700,0,1790342299037.85,114.979,46.313,1790342299200.189,Normal,0.9557
WIX,17004,20260925-151752_p4_c4_r1,12,perf_20260925-151752_p4_c4_r1,2,3,1790342297780,0,1790342299201.192,67.12,54.911,1790342299323.223,Normal,0.9669
WIX,17004,20260925-151752_p4_c4_r1,15,perf_20260925-151752_p4_c4_r1,2,4,1790342297874,0,1790342299324.343,57.814,45.471,1790342299428.154,Normal,0.9126
WIX,17004,20260925-151752_p4_c4_r1,20,perf_20260925-151752_p4_c4_r1,2,5,1790342298047,0,1790342299429.16,58.184,44.26,1790342299532.603,Normal,0.9605
WIX,17004,20260925-151752_p4_c4_r1,34,perf_20260925-151752_p4_c4_r1,2,6,1790342298533,0,1790342299534.112,81.547,91.573,1790342299708.232,Normal,0.9547
WIX,17004,20260925-151752_p4_c4_r1,36,perf_20260925-151752_p4_c4_r1,2,7,1790342298611,0,1790342299709.753,48.728,9.521,1790342299769.001,Normal,0.5606
WIX,17004,20260925-151752_p4_c4_r1,37,perf_20260925-151752_p4_c4_r1,2,8,1790342298641,0,1790342299769.001,53.697,51.478,1790342299874.177,Normal,0.9489
WIX,17004,20260925-151752_p4_c4_r1,43,perf_20260925-151752_p4_c4_r1,2,9,1790342298846,0,1790342299874.689,91.919,49.783,1790342300017.393,Normal,0.9591
WIX,17004,20260925-151752_p4_c4_r1,47,perf_20260925-151752_p4_c4_r1,2,10,1790342298988,0,1790342300026.991,59.124,47.309,1790342300134.444,Normal,0.9619
WIX,17004,20260925-151752_p4_c4_r1,52,perf_20260925-151752_p4_c4_r1,2,11,1790342299160,0,1790342300134.444,55.027,50.394,1790342300239.865,Normal,0.9375
WIX,17004,20260925-151752_p4_c4_r1,54,perf_20260925-151752_p4_c4_r1,2,12,1790342299224,0,1790342300240.867,74.76,50.151,1790342300365.778,Normal,0.5178
WIX,17004,20260925-151752_p4_c4_r1,55,perf_20260925-151752_p4_c4_r1,2,13,1790342299256,0,1790342300365.778,63.285,45.388,1790342300475.452,Normal,0.9115
WIX,17004,20260925-151752_p4_c4_r1,56,perf_20260925-151752_p4_c4_r1,2,14,1790342299302,0,1790342300476.978,75.163,48.46,1790342300601.606,Normal,0.8164
WIX,17004,20260925-151752_p4_c4_r1,58,perf_20260925-151752_p4_c4_r1,2,15,1790342299364,0,1790342300602.381,68.087,57.473,1790342300728.947,Normal,0.9603
WIX,17004,20260925-151752_p4_c4_r1,61,perf_20260925-151752_p4_c4_r1,2,16,1790342299472,0,1790342300729.953,69.139,52.622,1790342300853.236,Normal,0.9584
WIX,17004,20260925-151752_p4_c4_r1,72,perf_20260925-151752_p4_c4_r1,2,17,1790342299850,0,1790342300854.24,66.935,47.219,1790342300968.393,Normal,0.9646
WIX,17004,20260925-151752_p4_c4_r1,74,perf_20260925-151752_p4_c4_r1,2,18,1790342299912,0,1790342300969.397,81.384,45.877,1790342301097.669,Normal,0.9763
WIX,17004,20260925-151752_p4_c4_r1,83,perf_20260925-151752_p4_c4_r1,2,19,1790342300225,0,1790342301101.186,62.726,43.771,1790342301208.679,Normal,0.9526
WIX,17004,20260925-151752_p4_c4_r1,101,perf_20260925-151752_p4_c4_r1,2,20,1790342300851,0,1790342301209.684,71.191,47.83,1790342301329.842,Normal,0.7275
WIX,17004,20260925-151752_p4_c4_r1,106,perf_20260925-151752_p4_c4_r1,2,21,1790342301022,0,1790342301329.842,42.775,48.167,1790342301420.783,Normal,0.7281
WIX,17004,20260925-151752_p4_c4_r1,110,perf_20260925-151752_p4_c4_r1,2,22,1790342301161,0,1790342301425.908,67.07,55.658,1790342301548.637,Normal,0.9336
WIX,17004,20260925-151752_p4_c4_r1,111,perf_20260925-151752_p4_c4_r1,2,23,1790342301193,0,1790342301548.637,73.292,53.177,1790342301676.112,Normal,0.9544
WIX,17004,20260925-151752_p4_c4_r1,118,perf_20260925-151752_p4_c4_r1,2,24,1790342301428,0,1790342301681.299,73.493,46.022,1790342301801.817,Normal,0.9563
WIX,17004,20260925-151752_p4_c4_r1,129,perf_20260925-151752_p4_c4_r1,2,25,1790342301819,0,1790342301824.44,67.911,46.505,1790342301939.853,Normal,0.9603
WIX,17004,20260925-151752_p4_c4_r1,137,perf_20260925-151752_p4_c4_r1,2,26,1790342302086,0,1790342302090.048,48.074,46.529,1790342302184.651,Normal,0.9321
WIX,17004,20260925-151752_p4_c4_r1,139,perf_20260925-151752_p4_c4_r1,2,27,1790342302150,0,1790342302188.661,46.153,51.864,1790342302286.678,Normal,0.9691
WIX,17004,20260925-151752_p4_c4_r1,140,perf_20260925-151752_p4_c4_r1,2,28,1790342302197,0,1790342302290.189,38.644,51.541,1790342302381.371,Normal,0.9615
WIX,17004,20260925-151752_p4_c4_r1,146,perf_20260925-151752_p4_c4_r1,2,29,1790342302402,0,1790342302404.367,34.537,45.662,1790342302485.562,Normal,0.9008
WIX,17004,20260925-151752_p4_c4_r1,147,perf_20260925-151752_p4_c4_r1,2,30,1790342302433,0,1790342302488.168,53.822,45.289,1790342302587.279,Normal,0.961
WIX,17004,20260925-151752_p4_c4_r1,148,perf_20260925-151752_p4_c4_r1,2,31,1790342302464,0,1790342302587.279,50.482,48.683,1790342302686.444,Normal,0.8939
WIX,17004,20260925-151752_p4_c4_r1,150,perf_20260925-151752_p4_c4_r1,2,32,1790342302542,0,1790342302690.986,46.712,46.003,1790342302783.702,Normal,0.9674
WIX,17004,20260925-151752_p4_c4_r1,151,perf_20260925-151752_p4_c4_r1,2,33,1790342302574,0,1790342302784.705,48.015,48.29,1790342302881.01,Normal,0.9393
WIX,17004,20260925-151752_p4_c4_r1,152,perf_20260925-151752_p4_c4_r1,2,34,1790342302605,0,1790342302882.024,32.548,48.21,1790342302962.782,Normal,0.9354
WIX,17004,20260925-151752_p4_c4_r1,161,perf_20260925-151752_p4_c4_r1,2,35,1790342302919,0,1790342302965.785,38.007,44.7,1790342303049.49,Normal,0.9589
WIX,17004,20260925-151752_p4_c4_r1,162,perf_20260925-151752_p4_c4_r1,2,36,1790342302950,0,1790342303050.49,41.439,44.689,1790342303137.632,Normal,0.8888
WIX,17004,20260925-151752_p4_c4_r1,165,perf_20260925-151752_p4_c4_r1,2,37,1790342303060,0,1790342303140.633,32.146,45.933,1790342303218.711,Normal,0.9561
WIX,17004,20260925-151752_p4_c4_r1,167,perf_20260925-151752_p4_c4_r1,2,38,1790342303123,0,1790342303219.757,131.432,48.568,1790342303400.929,Normal,0.9702
WIX,17004,20260925-151752_p4_c4_r1,171,perf_20260925-151752_p4_c4_r1,2,39,1790342303265,0,1790342303404.929,31.008,49.741,1790342303486.098,Normal,0.9468
WIX,17004,20260925-151752_p4_c4_r1,175,perf_20260925-151752_p4_c4_r1,2,40,1790342303391,0,1790342303486.098,39.018,49.148,1790342303575.26,Normal,0.7405
WIX,17004,20260925-151752_p4_c4_r1,176,perf_20260925-151752_p4_c4_r1,2,41,1790342303439,0,1790342303579.263,76.229,48.832,1790342303705.324,Normal,0.9519
WIX,17004,20260925-151752_p4_c4_r1,185,perf_20260925-151752_p4_c4_r1,2,42,1790342303736,0,1790342303739.394,40.43,50.624,1790342303830.448,Normal,0.962
WIX,17004,20260925-151752_p4_c4_r1,189,perf_20260925-151752_p4_c4_r1,2,43,1790342303877,0,1790342303882.354,68.801,50.312,1790342304001.974,Normal,0.945
WIX,17004,20260925-151752_p4_c4_r1,192,perf_20260925-151752_p4_c4_r1,2,44,1790342303987,0,1790342304004.77,75.631,46.381,1790342304126.781,Normal,0.9379
WIX,17004,20260925-151752_p4_c4_r1,200,perf_20260925-151752_p4_c4_r1,2,45,1790342304253,0,1790342304256.167,51.083,47.337,1790342304355.6,Normal,0.9102
WIX,17004,20260925-151752_p4_c4_r1,201,perf_20260925-151752_p4_c4_r1,2,46,1790342304301,0,1790342304358.602,44.088,43.085,1790342304447.771,Normal,0.9232
WIX,17004,20260925-151752_p4_c4_r1,202,perf_20260925-151752_p4_c4_r1,2,47,1790342304332,0,1790342304447.771,53.841,46.112,1790342304550.731,Normal,0.9451
WIX,17004,20260925-151752_p4_c4_r1,203,perf_20260925-151752_p4_c4_r1,2,48,1790342304363,0,1790342304553.065,45.719,46.197,1790342304644.982,Normal,0.9375
WIX,17004,20260925-151752_p4_c4_r1,207,perf_20260925-151752_p4_c4_r1,2,49,1790342304503,0,1790342304644.982,76.967,79.92,1790342304803.385,Normal,0.9157
WIX,17004,20260925-151752_p4_c4_r1,213,perf_20260925-151752_p4_c4_r1,2,50,1790342304706,0,1790342304813.182,66.328,50.019,1790342304930.053,OFFENSIVE,0.5247
WIX,17004,20260925-151752_p4_c4_r1,217,perf_20260925-151752_p4_c4_r1,2,51,1790342304844,0,1790342304933.94,55.194,50.759,1790342305040.434,Normal,0.9475
WIX,17004,20260925-151752_p4_c4_r1,220,perf_20260925-151752_p4_c4_r1,2,52,1790342304953,0,1790342305046.151,65.795,46.29,1790342305158.236,OFFENSIVE,0.9346
WIX,17004,20260925-151752_p4_c4_r1,221,perf_20260925-151752_p4_c4_r1,2,53,1790342304982,0,1790342305158.236,38.099,43.829,1790342305241.164,Normal,0.9424
WIX,17004,20260925-151752_p4_c4_r1,229,perf_20260925-151752_p4_c4_r1,2,54,1790342305261,0,1790342305264.722,38.22,49.966,1790342305352.907,Normal,0.9375
WIX,17004,20260925-151752_p4_c4_r1,230,perf_20260925-151752_p4_c4_r1,2,55,1790342305293,0,1790342305354.909,46.003,48.003,1790342305449.913,Normal,0.9486
WIX,17004,20260925-151752_p4_c4_r1,234,perf_20260925-151752_p4_c4_r1,2,56,1790342305434,0,1790342305452.901,39.241,43.85,1790342305537.002,Normal,0.8853
WIX,17004,20260925-151752_p4_c4_r1,241,perf_20260925-151752_p4_c4_r1,2,57,1790342305669,0,1790342305673.775,66.04,44.882,1790342305784.698,Normal,0.9759
WIX,17004,20260925-151752_p4_c4_r1,244,perf_20260925-151752_p4_c4_r1,2,58,1790342305779,0,1790342305786.697,37.999,44.175,1790342305869.871,Normal,0.9503
WIX,17004,20260925-151752_p4_c4_r1,247,perf_20260925-151752_p4_c4_r1,2,59,1790342305887,0,1790342305890.174,36.794,46.051,1790342305974.858,Normal,0.9599
WIX,17004,20260925-151752_p4_c4_r1,257,perf_20260925-151752_p4_c4_r1,2,60,1790342306233,0,1790342306236.109,52.366,46.723,1790342306336.206,Normal,0.951
WIX,17004,20260925-151752_p4_c4_r1,265,perf_20260925-151752_p4_c4_r1,2,61,1790342306498,0,1790342306501.213,44.885,50.899,1790342306598.006,Normal,0.9558
WIX,17004,20260925-151752_p4_c4_r1,278,perf_20260925-151752_p4_c4_r1,2,62,1790342306953,0,1790342306959.015,48.702,48.795,1790342307056.513,Normal,0.9508
