time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
12:11:08,0.0,83.0,423,31,kafka=1.43%/443.3MiB / 4.804GiB ; elasticsearch=16.90%/1.531GiB / 4.804GiB ; zookeeper=0.21%/90.09MiB / 4.804GiB
12:11:13,67.2,85.8,392,16,kafka=1.21%/443.3MiB / 4.804GiB ; elasticsearch=0.92%/1.531GiB / 4.804GiB ; zookeeper=0.19%/90.09MiB / 4.804GiB
12:11:18,48.2,89.2,378,16,kafka=65.03%/443.4MiB / 4.804GiB ; elasticsearch=10.14%/1.531GiB / 4.804GiB ; zookeeper=0.15%/90.09MiB / 4.804GiB
12:11:22,78.1,94.6,415,36,kafka=1.34%/443.4MiB / 4.804GiB ; elasticsearch=1.63%/1.531GiB / 4.804GiB ; zookeeper=1.22%/90.09MiB / 4.804GiB
12:11:27,86.8,98.0,336,24,kafka=63.76%/458.2MiB / 4.804GiB ; elasticsearch=9.68%/1.531GiB / 4.804GiB ; zookeeper=3.38%/90.11MiB / 4.804GiB
12:11:32,94.8,94.3,326,31,kafka=184.27%/521.9MiB / 4.804GiB ; elasticsearch=1.31%/1.531GiB / 4.804GiB ; zookeeper=0.37%/90.13MiB / 4.804GiB
12:11:37,72.8,96.9,371,31,kafka=1.36%/443.4MiB / 4.804GiB ; elasticsearch=1.20%/1.531GiB / 4.804GiB ; zookeeper=1.04%/90.14MiB / 4.804GiB
12:11:42,73.0,95.9,2136,26,kafka=1.18%/443.6MiB / 4.804GiB ; elasticsearch=1.34%/1.531GiB / 4.804GiB ; zookeeper=0.17%/90.14MiB / 4.804GiB
12:11:45,69.1,74.9,320,31,kafka=0.99%/443.4MiB / 4.804GiB ; elasticsearch=5.81%/1.531GiB / 4.804GiB ; zookeeper=0.13%/90.14MiB / 4.804GiB
12:11:50,43.6,77.3,305,27,kafka=1.53%/443.4MiB / 4.804GiB ; elasticsearch=3.37%/1.531GiB / 4.804GiB ; zookeeper=0.21%/90.17MiB / 4.804GiB
12:11:54,68.1,80.1,321,31,kafka=168.26%/488.2MiB / 4.804GiB ; elasticsearch=1.77%/1.531GiB / 4.804GiB ; zookeeper=0.24%/90.14MiB / 4.804GiB
12:11:59,52.4,77.7,365,7,kafka=0.62%/443.4MiB / 4.804GiB ; elasticsearch=0.96%/1.531GiB / 4.804GiB ; zookeeper=0.11%/90.15MiB / 4.804GiB
12:12:03,30.7,78.2,377,16,kafka=0.85%/443.4MiB / 4.804GiB ; elasticsearch=0.79%/1.531GiB / 4.804GiB ; zookeeper=0.15%/90.15MiB / 4.804GiB
12:12:08,44.5,77.5,361,15,kafka=1.88%/443.4MiB / 4.804GiB ; elasticsearch=1.26%/1.531GiB / 4.804GiB ; zookeeper=0.17%/90.14MiB / 4.804GiB
12:12:12,36.5,77.9,340,24,kafka=0.59%/443.4MiB / 4.804GiB ; elasticsearch=35.65%/1.532GiB / 4.804GiB ; zookeeper=0.10%/90.14MiB / 4.804GiB
