node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,21792,20260925-130525_p1_c1_cuda_r3,0,perf_20260925-130525_p1_c1_cuda_r3,0,0,1790334327430,0,1790334344448.901,198.665,268.364,1790334344916.504,Normal,0.9501
WIX,21792,20260925-130525_p1_c1_cuda_r3,1,perf_20260925-130525_p1_c1_cuda_r3,0,1,1790334327430,0,1790334344916.504,18.512,9.814,1790334344945.835,Normal,0.9452
WIX,21792,20260925-130525_p1_c1_cuda_r3,2,perf_20260925-130525_p1_c1_cuda_r3,0,2,1790334327430,0,1790334344946.853,10.492,52.347,1790334345009.692,Normal,0.9403
WIX,21792,20260925-130525_p1_c1_cuda_r3,3,perf_20260925-130525_p1_c1_cuda_r3,0,3,1790334327430,0,1790334345009.692,9.621,52.853,1790334345073.167,Normal,0.9685
WIX,21792,20260925-130525_p1_c1_cuda_r3,4,perf_20260925-130525_p1_c1_cuda_r3,0,4,1790334327430,0,1790334345073.803,7.008,45.008,1790334345125.819,Normal,0.9588
WIX,21792,20260925-130525_p1_c1_cuda_r3,5,perf_20260925-130525_p1_c1_cuda_r3,0,5,1790334327430,0,1790334345126.821,7.027,49.644,1790334345184.462,OFFENSIVE,0.5445
WIX,21792,20260925-130525_p1_c1_cuda_r3,6,perf_20260925-130525_p1_c1_cuda_r3,0,6,1790334327430,0,1790334345184.462,7.998,47.12,1790334345239.579,Normal,0.9157
WIX,21792,20260925-130525_p1_c1_cuda_r3,7,perf_20260925-130525_p1_c1_cuda_r3,0,7,1790334327430,0,1790334345241.081,7.999,49.972,1790334345299.051,Normal,0.9439
WIX,21792,20260925-130525_p1_c1_cuda_r3,8,perf_20260925-130525_p1_c1_cuda_r3,0,8,1790334327430,0,1790334345300.044,8.028,48.926,1790334345356.998,Normal,0.8636
WIX,21792,20260925-130525_p1_c1_cuda_r3,9,perf_20260925-130525_p1_c1_cuda_r3,0,9,1790334327430,0,1790334345358.027,6.967,47.187,1790334345413.184,Normal,0.9297
