time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
23:12:04,0.0,89.7,139,0,kafka=1.13%/485.1MiB / 4.804GiB ; elasticsearch=0.49%/1.53GiB / 4.804GiB ; zookeeper=0.10%/98.32MiB / 4.804GiB
23:12:08,14.6,92.4,139,0,kafka=0.70%/484.9MiB / 4.804GiB ; elasticsearch=0.37%/1.53GiB / 4.804GiB ; zookeeper=0.11%/98.32MiB / 4.804GiB
23:12:13,28.2,93.2,151,0,kafka=0.70%/484.9MiB / 4.804GiB ; elasticsearch=2.25%/1.53GiB / 4.804GiB ; zookeeper=0.11%/98.38MiB / 4.804GiB
23:12:17,16.3,94.8,140,0,kafka=0.89%/484.9MiB / 4.804GiB ; elasticsearch=0.84%/1.53GiB / 4.804GiB ; zookeeper=0.55%/98.38MiB / 4.804GiB
23:12:21,9.0,96.0,140,0,kafka=158.50%/539.5MiB / 4.804GiB ; elasticsearch=17.06%/1.53GiB / 4.804GiB ; zookeeper=0.63%/98.38MiB / 4.804GiB
23:12:26,25.9,96.0,140,0,kafka=0.80%/484.9MiB / 4.804GiB ; elasticsearch=4.76%/1.531GiB / 4.804GiB ; zookeeper=0.11%/98.38MiB / 4.804GiB
23:12:30,14.6,96.0,140,0,kafka=0.89%/484.9MiB / 4.804GiB ; elasticsearch=36.84%/1.531GiB / 4.804GiB ; zookeeper=0.14%/98.38MiB / 4.804GiB
23:12:35,19.3,96.1,140,0,kafka=0.71%/484.9MiB / 4.804GiB ; elasticsearch=3.62%/1.531GiB / 4.804GiB ; zookeeper=0.11%/98.45MiB / 4.804GiB
23:12:38,13.2,96.0,140,0,kafka=0.88%/484.9MiB / 4.804GiB ; elasticsearch=15.64%/1.531GiB / 4.804GiB ; zookeeper=0.19%/98.45MiB / 4.804GiB
23:12:43,16.4,96.0,145,5,kafka=88.57%/485MiB / 4.804GiB ; elasticsearch=3.05%/1.531GiB / 4.804GiB ; zookeeper=0.12%/98.44MiB / 4.804GiB
23:12:47,20.7,96.2,145,7,kafka=0.77%/484.9MiB / 4.804GiB ; elasticsearch=27.55%/1.532GiB / 4.804GiB ; zookeeper=0.14%/98.44MiB / 4.804GiB
23:12:51,15.7,95.9,145,7,kafka=0.70%/485.2MiB / 4.804GiB ; elasticsearch=2.50%/1.532GiB / 4.804GiB ; zookeeper=0.14%/98.44MiB / 4.804GiB
23:12:56,22.1,95.8,145,5,kafka=1.07%/484.9MiB / 4.804GiB ; elasticsearch=5.58%/1.532GiB / 4.804GiB ; zookeeper=0.12%/98.45MiB / 4.804GiB
23:13:00,14.2,96.0,145,2,kafka=0.81%/485MiB / 4.804GiB ; elasticsearch=4.06%/1.532GiB / 4.804GiB ; zookeeper=0.26%/98.45MiB / 4.804GiB
23:13:05,13.3,96.0,145,3,kafka=40.80%/485MiB / 4.804GiB ; elasticsearch=2.40%/1.532GiB / 4.804GiB ; zookeeper=0.47%/98.45MiB / 4.804GiB
23:13:08,20.7,96.1,148,5,kafka=0.79%/485MiB / 4.804GiB ; elasticsearch=4.32%/1.532GiB / 4.804GiB ; zookeeper=0.49%/98.45MiB / 4.804GiB
23:13:13,14.5,96.1,151,6,kafka=0.85%/485MiB / 4.804GiB ; elasticsearch=2.88%/1.532GiB / 4.804GiB ; zookeeper=0.75%/98.45MiB / 4.804GiB
23:13:17,20.7,96.4,147,6,kafka=0.90%/485MiB / 4.804GiB ; elasticsearch=2.36%/1.532GiB / 4.804GiB ; zookeeper=0.42%/98.45MiB / 4.804GiB
23:13:21,13.4,96.3,147,7,kafka=0.55%/485MiB / 4.804GiB ; elasticsearch=2.07%/1.532GiB / 4.804GiB ; zookeeper=0.12%/98.45MiB / 4.804GiB
23:13:26,16.5,96.1,143,2,kafka=175.05%/569.5MiB / 4.804GiB ; elasticsearch=2.20%/1.532GiB / 4.804GiB ; zookeeper=0.12%/98.45MiB / 4.804GiB
23:13:30,20.7,95.9,143,5,kafka=0.59%/485MiB / 4.804GiB ; elasticsearch=2.05%/1.532GiB / 4.804GiB ; zookeeper=0.14%/98.45MiB / 4.804GiB
23:13:35,13.2,95.8,143,2,kafka=0.72%/485MiB / 4.804GiB ; elasticsearch=2.49%/1.532GiB / 4.804GiB ; zookeeper=0.12%/98.45MiB / 4.804GiB
23:13:38,22.1,96.1,146,5,kafka=0.70%/485MiB / 4.804GiB ; elasticsearch=2.80%/1.532GiB / 4.804GiB ; zookeeper=0.12%/98.45MiB / 4.804GiB
23:13:43,14.9,95.7,148,3,kafka=0.82%/485MiB / 4.804GiB ; elasticsearch=2.42%/1.532GiB / 4.804GiB ; zookeeper=0.11%/98.45MiB / 4.804GiB
23:13:47,12.4,96.0,139,2,kafka=107.10%/530.3MiB / 4.804GiB ; elasticsearch=2.12%/1.531GiB / 4.804GiB ; zookeeper=0.11%/98.45MiB / 4.804GiB
23:13:51,21.1,96.2,139,2,kafka=0.88%/485MiB / 4.804GiB ; elasticsearch=2.68%/1.532GiB / 4.804GiB ; zookeeper=0.60%/98.45MiB / 4.804GiB
23:13:56,9.9,96.2,139,2,kafka=0.78%/485.3MiB / 4.804GiB ; elasticsearch=2.30%/1.532GiB / 4.804GiB ; zookeeper=0.20%/98.45MiB / 4.804GiB
23:14:00,19.6,96.2,139,2,kafka=0.83%/485.1MiB / 4.804GiB ; elasticsearch=2.21%/1.532GiB / 4.804GiB ; zookeeper=0.52%/98.45MiB / 4.804GiB
23:14:05,12.8,96.0,139,2,kafka=0.94%/485.1MiB / 4.804GiB ; elasticsearch=4.55%/1.532GiB / 4.804GiB ; zookeeper=0.62%/98.45MiB / 4.804GiB
23:14:08,13.2,96.0,139,2,kafka=103.73%/529MiB / 4.804GiB ; elasticsearch=2.40%/1.532GiB / 4.804GiB ; zookeeper=0.44%/98.45MiB / 4.804GiB
23:14:13,21.7,96.2,139,2,kafka=0.80%/485.1MiB / 4.804GiB ; elasticsearch=2.79%/1.532GiB / 4.804GiB ; zookeeper=0.13%/98.45MiB / 4.804GiB
23:14:17,10.3,96.2,139,2,kafka=0.81%/485.1MiB / 4.804GiB ; elasticsearch=2.86%/1.532GiB / 4.804GiB ; zookeeper=0.15%/98.45MiB / 4.804GiB
23:14:21,16.9,96.1,139,2,kafka=104.11%/485.1MiB / 4.804GiB ; elasticsearch=2.73%/1.532GiB / 4.804GiB ; zookeeper=0.12%/98.45MiB / 4.804GiB
23:14:26,15.3,96.1,139,1,kafka=0.84%/485.1MiB / 4.804GiB ; elasticsearch=2.01%/1.532GiB / 4.804GiB ; zookeeper=0.11%/98.45MiB / 4.804GiB
23:14:30,15.8,96.2,139,2,kafka=0.74%/485.2MiB / 4.804GiB ; elasticsearch=2.08%/1.532GiB / 4.804GiB ; zookeeper=0.09%/98.45MiB / 4.804GiB
23:14:35,17.2,96.2,139,2,kafka=0.76%/485.2MiB / 4.804GiB ; elasticsearch=2.77%/1.532GiB / 4.804GiB ; zookeeper=0.21%/98.45MiB / 4.804GiB
