time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
23:58:36,0.0,77.3,160,1,kafka=1.01%/513.8MiB / 4.804GiB ; elasticsearch=0.49%/1.546GiB / 4.804GiB ; zookeeper=0.14%/100.5MiB / 4.804GiB
23:58:40,59.5,86.5,164,2,kafka=138.85%/585.7MiB / 4.804GiB ; elasticsearch=0.56%/1.546GiB / 4.804GiB ; zookeeper=0.15%/100.8MiB / 4.804GiB
23:58:44,70.7,88.4,169,2,kafka=0.95%/513.8MiB / 4.804GiB ; elasticsearch=0.89%/1.546GiB / 4.804GiB ; zookeeper=0.78%/100.8MiB / 4.804GiB
23:58:49,48.4,91.7,162,2,kafka=0.93%/513.9MiB / 4.804GiB ; elasticsearch=0.52%/1.546GiB / 4.804GiB ; zookeeper=0.17%/100.8MiB / 4.804GiB
23:58:53,12.3,91.8,155,2,kafka=1.15%/513.1MiB / 4.804GiB ; elasticsearch=54.47%/1.547GiB / 4.804GiB ; zookeeper=1.27%/100.9MiB / 4.804GiB
23:58:58,37.6,93.4,158,2,kafka=0.84%/513.1MiB / 4.804GiB ; elasticsearch=10.92%/1.547GiB / 4.804GiB ; zookeeper=0.17%/100.9MiB / 4.804GiB
23:59:03,41.9,93.0,154,4,kafka=172.43%/588.2MiB / 4.804GiB ; elasticsearch=10.27%/1.547GiB / 4.804GiB ; zookeeper=0.78%/100.9MiB / 4.804GiB
23:59:07,55.3,93.4,154,1,kafka=1.96%/513.1MiB / 4.804GiB ; elasticsearch=11.19%/1.547GiB / 4.804GiB ; zookeeper=0.19%/101.1MiB / 4.804GiB
23:59:11,38.9,93.3,151,6,kafka=0.93%/513.1MiB / 4.804GiB ; elasticsearch=14.90%/1.547GiB / 4.804GiB ; zookeeper=0.15%/101.1MiB / 4.804GiB
23:59:15,49.4,93.2,154,1,kafka=48.92%/513.1MiB / 4.804GiB ; elasticsearch=11.29%/1.547GiB / 4.804GiB ; zookeeper=0.29%/101.2MiB / 4.804GiB
23:59:20,50.6,93.6,154,1,kafka=1.05%/513.1MiB / 4.804GiB ; elasticsearch=12.72%/1.551GiB / 4.804GiB ; zookeeper=0.23%/101.2MiB / 4.804GiB
23:59:24,43.0,93.3,157,1,kafka=1.16%/513.1MiB / 4.804GiB ; elasticsearch=8.47%/1.543GiB / 4.804GiB ; zookeeper=0.24%/101.2MiB / 4.804GiB
23:59:29,50.0,93.5,158,1,kafka=0.93%/513.1MiB / 4.804GiB ; elasticsearch=11.37%/1.544GiB / 4.804GiB ; zookeeper=0.16%/101.2MiB / 4.804GiB
23:59:34,40.1,93.4,155,2,kafka=1.42%/513.1MiB / 4.804GiB ; elasticsearch=9.95%/1.543GiB / 4.804GiB ; zookeeper=0.19%/101.2MiB / 4.804GiB
23:59:38,47.1,93.5,156,2,kafka=155.88%/577.6MiB / 4.804GiB ; elasticsearch=10.89%/1.543GiB / 4.804GiB ; zookeeper=0.56%/101.2MiB / 4.804GiB
23:59:43,53.3,93.6,156,8,kafka=0.91%/513.1MiB / 4.804GiB ; elasticsearch=7.64%/1.543GiB / 4.804GiB ; zookeeper=0.16%/101.2MiB / 4.804GiB
23:59:47,38.1,93.5,156,6,kafka=1.90%/513.1MiB / 4.804GiB ; elasticsearch=8.24%/1.544GiB / 4.804GiB ; zookeeper=0.17%/101.2MiB / 4.804GiB
23:59:52,52.2,93.6,155,6,kafka=2.70%/513.1MiB / 4.804GiB ; elasticsearch=8.90%/1.543GiB / 4.804GiB ; zookeeper=0.15%/101.2MiB / 4.804GiB
23:59:57,43.8,93.5,157,2,kafka=1.02%/513.1MiB / 4.804GiB ; elasticsearch=8.14%/1.543GiB / 4.804GiB ; zookeeper=0.21%/101.2MiB / 4.804GiB
00:00:00,39.4,93.5,155,2,kafka=1.19%/513.1MiB / 4.804GiB ; elasticsearch=8.11%/1.543GiB / 4.804GiB ; zookeeper=0.16%/101.2MiB / 4.804GiB
00:00:05,70.5,94.7,155,2,kafka=1.44%/513.1MiB / 4.804GiB ; elasticsearch=9.56%/1.543GiB / 4.804GiB ; zookeeper=0.19%/101.2MiB / 4.804GiB
00:00:09,48.1,94.4,157,2,kafka=1.20%/513.1MiB / 4.804GiB ; elasticsearch=8.32%/1.543GiB / 4.804GiB ; zookeeper=0.15%/101.2MiB / 4.804GiB
00:00:14,39.3,94.3,157,3,kafka=1.21%/513.1MiB / 4.804GiB ; elasticsearch=7.38%/1.543GiB / 4.804GiB ; zookeeper=0.19%/101.2MiB / 4.804GiB
00:00:18,54.2,94.1,158,3,kafka=1.05%/512.2MiB / 4.804GiB ; elasticsearch=7.62%/1.543GiB / 4.804GiB ; zookeeper=0.16%/101.3MiB / 4.804GiB
00:00:23,38.4,94.3,159,6,kafka=1.11%/512.2MiB / 4.804GiB ; elasticsearch=10.07%/1.543GiB / 4.804GiB ; zookeeper=1.03%/101.3MiB / 4.804GiB
00:00:28,37.0,94.3,162,2,kafka=112.68%/547MiB / 4.804GiB ; elasticsearch=9.14%/1.543GiB / 4.804GiB ; zookeeper=0.13%/101.3MiB / 4.804GiB
00:00:33,50.5,94.4,155,1,kafka=1.13%/512.2MiB / 4.804GiB ; elasticsearch=9.35%/1.543GiB / 4.804GiB ; zookeeper=0.91%/101.3MiB / 4.804GiB
00:00:38,41.4,94.1,157,1,kafka=1.02%/512.2MiB / 4.804GiB ; elasticsearch=8.54%/1.543GiB / 4.804GiB ; zookeeper=0.16%/101.3MiB / 4.804GiB
00:00:43,47.3,94.1,157,2,kafka=169.21%/582.4MiB / 4.804GiB ; elasticsearch=7.74%/1.543GiB / 4.804GiB ; zookeeper=0.17%/101.3MiB / 4.804GiB
00:00:47,46.7,94.2,158,2,kafka=1.37%/512.2MiB / 4.804GiB ; elasticsearch=27.07%/1.543GiB / 4.804GiB ; zookeeper=0.19%/101.3MiB / 4.804GiB
00:00:52,38.9,94.1,156,2,kafka=0.90%/512.2MiB / 4.804GiB ; elasticsearch=8.63%/1.543GiB / 4.804GiB ; zookeeper=0.15%/101.3MiB / 4.804GiB
00:00:57,50.7,94.0,158,2,kafka=0.91%/512.2MiB / 4.804GiB ; elasticsearch=7.76%/1.543GiB / 4.804GiB ; zookeeper=0.17%/101.3MiB / 4.804GiB
