time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
00:03:38,100.0,77.8,167,15,kafka=1.11%/514.1MiB / 4.804GiB ; elasticsearch=3.24%/1.55GiB / 4.804GiB ; zookeeper=0.14%/106.3MiB / 4.804GiB
00:03:43,65.7,86.6,157,1,kafka=168.81%/588.1MiB / 4.804GiB ; elasticsearch=0.68%/1.55GiB / 4.804GiB ; zookeeper=0.17%/106.3MiB / 4.804GiB
00:03:48,77.3,88.7,158,2,kafka=1.31%/514.1MiB / 4.804GiB ; elasticsearch=4.13%/1.55GiB / 4.804GiB ; zookeeper=0.15%/106.4MiB / 4.804GiB
00:03:52,56.3,92.1,161,4,kafka=1.01%/514.1MiB / 4.804GiB ; elasticsearch=0.59%/1.55GiB / 4.804GiB ; zookeeper=0.12%/106.4MiB / 4.804GiB
00:03:57,8.9,92.2,152,2,kafka=1.37%/514.1MiB / 4.804GiB ; elasticsearch=24.70%/1.55GiB / 4.804GiB ; zookeeper=0.12%/106.6MiB / 4.804GiB
00:04:00,35.2,93.9,159,2,kafka=1.10%/514.1MiB / 4.804GiB ; elasticsearch=11.77%/1.551GiB / 4.804GiB ; zookeeper=0.18%/106.6MiB / 4.804GiB
00:04:05,41.1,94.0,159,1,kafka=141.13%/584.3MiB / 4.804GiB ; elasticsearch=9.67%/1.551GiB / 4.804GiB ; zookeeper=0.15%/106.6MiB / 4.804GiB
00:04:09,52.4,94.1,155,1,kafka=1.13%/514.2MiB / 4.804GiB ; elasticsearch=10.68%/1.551GiB / 4.804GiB ; zookeeper=0.17%/106.6MiB / 4.804GiB
00:04:14,39.3,93.9,160,3,kafka=1.42%/514.2MiB / 4.804GiB ; elasticsearch=11.24%/1.551GiB / 4.804GiB ; zookeeper=0.28%/106.6MiB / 4.804GiB
00:04:18,51.0,94.0,156,3,kafka=69.58%/514.2MiB / 4.804GiB ; elasticsearch=17.57%/1.551GiB / 4.804GiB ; zookeeper=0.18%/106.6MiB / 4.804GiB
00:04:23,46.7,94.0,161,2,kafka=1.34%/514.2MiB / 4.804GiB ; elasticsearch=11.17%/1.551GiB / 4.804GiB ; zookeeper=0.19%/106.6MiB / 4.804GiB
00:04:28,39.4,94.0,156,2,kafka=175.96%/553.3MiB / 4.804GiB ; elasticsearch=8.18%/1.551GiB / 4.804GiB ; zookeeper=0.17%/106.6MiB / 4.804GiB
00:04:32,53.8,94.0,163,3,kafka=1.22%/514.2MiB / 4.804GiB ; elasticsearch=8.38%/1.551GiB / 4.804GiB ; zookeeper=0.18%/106.6MiB / 4.804GiB
00:04:37,39.6,94.0,154,2,kafka=0.91%/514.2MiB / 4.804GiB ; elasticsearch=8.23%/1.551GiB / 4.804GiB ; zookeeper=0.19%/106.6MiB / 4.804GiB
00:04:41,43.0,93.7,156,3,kafka=175.92%/572.8MiB / 4.804GiB ; elasticsearch=8.00%/1.551GiB / 4.804GiB ; zookeeper=0.25%/106.6MiB / 4.804GiB
00:04:46,56.0,94.0,153,2,kafka=1.19%/514.2MiB / 4.804GiB ; elasticsearch=8.46%/1.551GiB / 4.804GiB ; zookeeper=0.20%/106.8MiB / 4.804GiB
00:04:50,46.0,94.3,154,2,kafka=2.27%/514.2MiB / 4.804GiB ; elasticsearch=8.15%/1.551GiB / 4.804GiB ; zookeeper=0.17%/106.8MiB / 4.804GiB
00:04:55,58.2,94.2,158,5,kafka=68.06%/514.2MiB / 4.804GiB ; elasticsearch=8.34%/1.551GiB / 4.804GiB ; zookeeper=0.17%/106.8MiB / 4.804GiB
00:04:59,45.1,94.3,156,6,kafka=1.23%/514.2MiB / 4.804GiB ; elasticsearch=9.00%/1.551GiB / 4.804GiB ; zookeeper=0.16%/106.8MiB / 4.804GiB
00:05:04,39.5,94.3,160,2,kafka=159.28%/551.3MiB / 4.804GiB ; elasticsearch=6.80%/1.551GiB / 4.804GiB ; zookeeper=0.78%/106.8MiB / 4.804GiB
00:05:08,63.3,94.1,155,3,kafka=1.01%/514.2MiB / 4.804GiB ; elasticsearch=9.31%/1.551GiB / 4.804GiB ; zookeeper=0.16%/106.8MiB / 4.804GiB
00:05:13,41.5,94.0,161,1,kafka=1.22%/514.2MiB / 4.804GiB ; elasticsearch=7.69%/1.552GiB / 4.804GiB ; zookeeper=0.16%/106.8MiB / 4.804GiB
00:05:18,46.5,94.0,155,2,kafka=181.27%/577MiB / 4.804GiB ; elasticsearch=8.25%/1.551GiB / 4.804GiB ; zookeeper=0.17%/106.8MiB / 4.804GiB
