time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
12:40:29,25.0,79.0,340,12,kafka=0.68%/537.3MiB / 4.804GiB ; elasticsearch=0.41%/1.504GiB / 4.804GiB ; zookeeper=0.09%/85.99MiB / 4.804GiB
12:40:34,18.4,82.3,340,2,kafka=0.61%/537.3MiB / 4.804GiB ; elasticsearch=0.66%/1.504GiB / 4.804GiB ; zookeeper=0.10%/85.99MiB / 4.804GiB
12:40:38,28.9,83.9,340,1,kafka=1.14%/538.2MiB / 4.804GiB ; elasticsearch=0.50%/1.504GiB / 4.804GiB ; zookeeper=0.12%/85.99MiB / 4.804GiB
12:40:43,16.4,86.0,701,1,kafka=0.90%/537.9MiB / 4.804GiB ; elasticsearch=6.46%/1.505GiB / 4.804GiB ; zookeeper=0.11%/85.99MiB / 4.804GiB
12:40:48,16.8,86.3,714,31,kafka=170.12%/607.2MiB / 4.804GiB ; elasticsearch=7.03%/1.505GiB / 4.804GiB ; zookeeper=0.12%/85.99MiB / 4.804GiB
12:40:52,22.4,86.3,712,31,kafka=0.67%/537.5MiB / 4.804GiB ; elasticsearch=46.71%/1.505GiB / 4.804GiB ; zookeeper=0.20%/86.06MiB / 4.804GiB
12:40:56,16.8,86.1,702,30,kafka=1.10%/537.5MiB / 4.804GiB ; elasticsearch=5.06%/1.505GiB / 4.804GiB ; zookeeper=0.13%/86.06MiB / 4.804GiB
12:41:00,19.1,86.1,701,6,kafka=0.69%/537.4MiB / 4.804GiB ; elasticsearch=14.64%/1.506GiB / 4.804GiB ; zookeeper=0.11%/86.12MiB / 4.804GiB
12:41:04,14.6,86.3,709,28,kafka=0.87%/537.4MiB / 4.804GiB ; elasticsearch=4.88%/1.505GiB / 4.804GiB ; zookeeper=0.11%/86.12MiB / 4.804GiB
12:41:09,17.3,86.7,707,27,kafka=84.02%/569.7MiB / 4.804GiB ; elasticsearch=24.57%/1.506GiB / 4.804GiB ; zookeeper=0.09%/86.9MiB / 4.804GiB
