node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,6272,20260925-145555_p4_c4_r1,1,perf_20260925-145555_p4_c4_r1,3,0,1790340975590,0,1790340976143.548,611.214,1102.108,1790340977856.87,Normal,0.9452
WIX,6272,20260925-145555_p4_c4_r1,3,perf_20260925-145555_p4_c4_r1,3,1,1790340975647,0,1790340977857.87,44.752,12.401,1790340977916.004,Normal,0.9685
WIX,6272,20260925-145555_p4_c4_r1,7,perf_20260925-145555_p4_c4_r1,3,2,1790340975882,0,1790340977916.004,71.367,48.513,1790340978035.885,Normal,0.9439
WIX,6272,20260925-145555_p4_c4_r1,8,perf_20260925-145555_p4_c4_r1,3,3,1790340975929,0,1790340978035.885,56.202,49.043,1790340978142.13,Normal,0.8636
WIX,6272,20260925-145555_p4_c4_r1,9,perf_20260925-145555_p4_c4_r1,3,4,1790340975991,0,1790340978142.13,36.574,50.659,1790340978230.359,Normal,0.9297
WIX,6272,20260925-145555_p4_c4_r1,13,perf_20260925-145555_p4_c4_r1,3,5,1790340976211,0,1790340978236.358,104.934,59.489,1790340978402.087,Normal,0.9557
WIX,6272,20260925-145555_p4_c4_r1,14,perf_20260925-145555_p4_c4_r1,3,6,1790340976258,0,1790340978402.087,41.445,52.895,1790340978497.427,Normal,0.9029
WIX,6272,20260925-145555_p4_c4_r1,19,perf_20260925-145555_p4_c4_r1,3,7,1790340976540,0,1790340978497.427,76.648,46.298,1790340978621.369,Normal,0.9675
WIX,6272,20260925-145555_p4_c4_r1,22,perf_20260925-145555_p4_c4_r1,3,8,1790340976712,0,1790340978621.369,240.781,52.025,1790340978914.175,Normal,0.9286
WIX,6272,20260925-145555_p4_c4_r1,28,perf_20260925-145555_p4_c4_r1,3,9,1790340977039,0,1790340978915.186,46.437,49.848,1790340979012.097,Normal,0.9447
WIX,6272,20260925-145555_p4_c4_r1,30,perf_20260925-145555_p4_c4_r1,3,10,1790340977149,0,1790340979012.097,47.224,52.224,1790340979111.545,Normal,0.9605
WIX,6272,20260925-145555_p4_c4_r1,31,perf_20260925-145555_p4_c4_r1,3,11,1790340977211,0,1790340979111.545,129.842,48.243,1790340979290.619,HATE,0.5241
WIX,6272,20260925-145555_p4_c4_r1,32,perf_20260925-145555_p4_c4_r1,3,12,1790340977257,0,1790340979290.619,34.534,49.932,1790340979376.019,Normal,0.9683
WIX,6272,20260925-145555_p4_c4_r1,33,perf_20260925-145555_p4_c4_r1,3,13,1790340977319,0,1790340979376.019,70.834,56.889,1790340979504.741,Normal,0.9351
WIX,6272,20260925-145555_p4_c4_r1,35,perf_20260925-145555_p4_c4_r1,3,14,1790340977427,0,1790340979505.744,70.277,47.225,1790340979624.249,Normal,0.9791
WIX,6272,20260925-145555_p4_c4_r1,39,perf_20260925-145555_p4_c4_r1,3,15,1790340977645,0,1790340979625.218,37.21,49.176,1790340979711.605,Normal,0.9641
WIX,6272,20260925-145555_p4_c4_r1,44,perf_20260925-145555_p4_c4_r1,3,16,1790340977924,0,1790340979712.605,44.071,47.643,1790340979804.902,Normal,0.8797
WIX,6272,20260925-145555_p4_c4_r1,50,perf_20260925-145555_p4_c4_r1,3,17,1790340978269,0,1790340979807.942,70.928,45.865,1790340979925.766,Normal,0.9754
WIX,6272,20260925-145555_p4_c4_r1,53,perf_20260925-145555_p4_c4_r1,3,18,1790340978427,0,1790340979925.766,46.902,47.974,1790340980021.61,Normal,0.9739
WIX,6272,20260925-145555_p4_c4_r1,60,perf_20260925-145555_p4_c4_r1,3,19,1790340978816,0,1790340980021.61,37.62,47.709,1790340980106.938,Normal,0.5606
WIX,6272,20260925-145555_p4_c4_r1,64,perf_20260925-145555_p4_c4_r1,3,20,1790340979036,0,1790340980107.942,41.875,48.485,1790340980198.302,Normal,0.9683
WIX,6272,20260925-145555_p4_c4_r1,66,perf_20260925-145555_p4_c4_r1,3,21,1790340979147,0,1790340980199.347,36.047,50.068,1790340980286.464,Normal,0.9297
