node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,10680,20260925-145555_p4_c4_r1,0,perf_20260925-145555_p4_c4_r1,0,0,1790340975589,0,1790340976151.785,602.977,1103.108,1790340977857.87,Normal,0.9501
WIX,10680,20260925-145555_p4_c4_r1,2,perf_20260925-145555_p4_c4_r1,0,1,1790340975590,0,1790340977858.868,43.754,16.402,1790340977920.005,Normal,0.9403
WIX,10680,20260925-145555_p4_c4_r1,11,perf_20260925-145555_p4_c4_r1,0,2,1790340976102,0,1790340977921.006,71.364,50.517,1790340978043.887,OFFENSIVE,0.6827
WIX,10680,20260925-145555_p4_c4_r1,17,perf_20260925-145555_p4_c4_r1,0,3,1790340976430,0,1790340978050.887,73.764,45.704,1790340978171.703,Normal,0.9669
WIX,10680,20260925-145555_p4_c4_r1,18,perf_20260925-145555_p4_c4_r1,0,4,1790340976493,0,1790340978172.704,41.534,46.13,1790340978260.368,Normal,0.9406
WIX,10680,20260925-145555_p4_c4_r1,21,perf_20260925-145555_p4_c4_r1,0,5,1790340976649,0,1790340978261.366,46.164,48.534,1790340978356.064,Normal,0.9126
WIX,10680,20260925-145555_p4_c4_r1,23,perf_20260925-145555_p4_c4_r1,0,6,1790340976758,0,1790340978356.064,52.032,58.636,1790340978467.726,Normal,0.9264
WIX,10680,20260925-145555_p4_c4_r1,26,perf_20260925-145555_p4_c4_r1,0,7,1790340976929,0,1790340978467.726,30.702,49.063,1790340978549.486,Normal,0.8983
WIX,10680,20260925-145555_p4_c4_r1,27,perf_20260925-145555_p4_c4_r1,0,8,1790340976991,0,1790340978550.488,40.598,46.322,1790340978638.395,Normal,0.9605
WIX,10680,20260925-145555_p4_c4_r1,38,perf_20260925-145555_p4_c4_r1,0,9,1790340977598,0,1790340978639.385,99.333,47.209,1790340978786.632,Normal,0.9759
WIX,10680,20260925-145555_p4_c4_r1,41,perf_20260925-145555_p4_c4_r1,0,10,1790340977769,0,1790340978786.632,71.525,49.437,1790340978908.586,OFFENSIVE,0.7321
WIX,10680,20260925-145555_p4_c4_r1,42,perf_20260925-145555_p4_c4_r1,0,11,1790340977815,0,1790340978908.586,53.036,48.724,1790340979010.973,Normal,0.9516
WIX,10680,20260925-145555_p4_c4_r1,45,perf_20260925-145555_p4_c4_r1,0,12,1790340977986,0,1790340979012.097,68.465,50.549,1790340979131.112,Normal,0.6606
WIX,10680,20260925-145555_p4_c4_r1,48,perf_20260925-145555_p4_c4_r1,0,13,1790340978159,0,1790340979138.114,60.65,49.612,1790340979248.377,Normal,0.9513
WIX,10680,20260925-145555_p4_c4_r1,49,perf_20260925-145555_p4_c4_r1,0,14,1790340978206,0,1790340979248.377,33.284,45.438,1790340979327.099,Normal,0.9705
WIX,10680,20260925-145555_p4_c4_r1,51,perf_20260925-145555_p4_c4_r1,0,15,1790340978317,0,1790340979328.099,29.181,47.411,1790340979405.744,Normal,0.7349
WIX,10680,20260925-145555_p4_c4_r1,62,perf_20260925-145555_p4_c4_r1,0,16,1790340978925,0,1790340979406.306,43.893,53.812,1790340979505.744,Normal,0.9533
WIX,10680,20260925-145555_p4_c4_r1,63,perf_20260925-145555_p4_c4_r1,0,17,1790340978990,0,1790340979505.744,49.26,51.154,1790340979607.179,Normal,0.7402
WIX,10680,20260925-145555_p4_c4_r1,67,perf_20260925-145555_p4_c4_r1,0,18,1790340979211,0,1790340979611.716,42.706,50.194,1790340979704.616,Normal,0.9526
