node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,24436,20260925-145555_p4_c4_r1,5,perf_20260925-145555_p4_c4_r1,2,0,1790340975758,0,1790340976142.176,612.586,1102.108,1790340977856.87,OFFENSIVE,0.5445
WIX,24436,20260925-145555_p4_c4_r1,6,perf_20260925-145555_p4_c4_r1,2,1,1790340975820,0,1790340977856.87,45.752,16.402,1790340977920.005,Normal,0.9157
WIX,24436,20260925-145555_p4_c4_r1,10,perf_20260925-145555_p4_c4_r1,2,2,1790340976039,0,1790340977921.006,80.375,48.509,1790340978050.887,Normal,0.8199
WIX,24436,20260925-145555_p4_c4_r1,12,perf_20260925-145555_p4_c4_r1,2,3,1790340976149,0,1790340978055.893,55.224,45.583,1790340978156.7,Normal,0.9532
WIX,24436,20260925-145555_p4_c4_r1,15,perf_20260925-145555_p4_c4_r1,2,4,1790340976321,0,1790340978156.7,45.016,46.644,1790340978249.36,Normal,0.7288
WIX,24436,20260925-145555_p4_c4_r1,20,perf_20260925-145555_p4_c4_r1,2,5,1790340976603,0,1790340978250.361,65.772,46.94,1790340978363.073,Normal,0.9603
WIX,24436,20260925-145555_p4_c4_r1,34,perf_20260925-145555_p4_c4_r1,2,6,1790340977381,0,1790340978363.073,36.015,108.342,1790340978507.43,Normal,0.9605
WIX,24436,20260925-145555_p4_c4_r1,36,perf_20260925-145555_p4_c4_r1,2,7,1790340977489,0,1790340978508.432,34.057,11.585,1790340978554.073,Normal,0.9351
WIX,24436,20260925-145555_p4_c4_r1,37,perf_20260925-145555_p4_c4_r1,2,8,1790340977536,0,1790340978555.075,39.999,50.309,1790340978645.383,Normal,0.9503
WIX,24436,20260925-145555_p4_c4_r1,43,perf_20260925-145555_p4_c4_r1,2,9,1790340977877,0,1790340978646.385,91.656,53.341,1790340978792.059,OFFENSIVE,0.5659
WIX,24436,20260925-145555_p4_c4_r1,47,perf_20260925-145555_p4_c4_r1,2,10,1790340978096,0,1790340978799.062,59.095,46.435,1790340978905.584,Normal,0.9515
WIX,24436,20260925-145555_p4_c4_r1,52,perf_20260925-145555_p4_c4_r1,2,11,1790340978381,0,1790340978905.584,49.858,51.978,1790340979007.419,Normal,0.8595
