node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,13760,20260923-235321_p4_c4_r1,4,perf_20260923-235321_p4_c4_r1,1,0,1790200402981,0,1790200424767.223,563.494,253.606,1790200425584.897,Normal,0.9588
WIX,13760,20260923-235321_p4_c4_r1,16,perf_20260923-235321_p4_c4_r1,1,1,1790200402982,0,1790200425585.9,52.361,9.013,1790200425647.273,Normal,0.9747
WIX,13760,20260923-235321_p4_c4_r1,24,perf_20260923-235321_p4_c4_r1,1,2,1790200402982,0,1790200425647.273,73.755,46.091,1790200425768.121,Normal,0.9411
WIX,13760,20260923-235321_p4_c4_r1,25,perf_20260923-235321_p4_c4_r1,1,3,1790200402982,0,1790200425768.635,69.601,48.275,1790200425887.512,Normal,0.6054
WIX,13760,20260923-235321_p4_c4_r1,29,perf_20260923-235321_p4_c4_r1,1,4,1790200402983,0,1790200425887.512,91.652,47.847,1790200426027.01,Normal,0.9553
WIX,13760,20260923-235321_p4_c4_r1,40,perf_20260923-235321_p4_c4_r1,1,5,1790200402984,0,1790200426028.007,54.043,47.56,1790200426130.609,Normal,0.9018
WIX,13760,20260923-235321_p4_c4_r1,46,perf_20260923-235321_p4_c4_r1,1,6,1790200402984,0,1790200426132.118,69.211,49.736,1790200426251.066,Normal,0.8951
WIX,13760,20260923-235321_p4_c4_r1,57,perf_20260923-235321_p4_c4_r1,1,7,1790200402985,0,1790200426251.066,46.691,45.943,1790200426344.698,Normal,0.5773
WIX,13760,20260923-235321_p4_c4_r1,59,perf_20260923-235321_p4_c4_r1,1,8,1790200402985,0,1790200426344.698,80.806,46.548,1790200426472.051,Normal,0.9787
WIX,13760,20260923-235321_p4_c4_r1,65,perf_20260923-235321_p4_c4_r1,1,9,1790200402986,0,1790200426472.051,46.555,48.304,1790200426567.897,Normal,0.963
WIX,13760,20260923-235321_p4_c4_r1,73,perf_20260923-235321_p4_c4_r1,1,10,1790200402987,0,1790200426567.897,65.792,53.56,1790200426689.262,Normal,0.9591
WIX,13760,20260923-235321_p4_c4_r1,75,perf_20260923-235321_p4_c4_r1,1,11,1790200402987,0,1790200426690.277,70.617,52.43,1790200426814.114,Normal,0.8729
