time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
23:53:28,0.0,77.5,173,8,kafka=4.18%/511.4MiB / 4.804GiB ; elasticsearch=0.50%/1.543GiB / 4.804GiB ; zookeeper=0.12%/99.3MiB / 4.804GiB
23:53:32,67.3,86.4,175,3,kafka=0.99%/509.7MiB / 4.804GiB ; elasticsearch=0.86%/1.543GiB / 4.804GiB ; zookeeper=0.15%/99.3MiB / 4.804GiB
23:53:37,59.0,88.6,167,2,kafka=0.97%/509.7MiB / 4.804GiB ; elasticsearch=0.59%/1.543GiB / 4.804GiB ; zookeeper=0.14%/99.3MiB / 4.804GiB
23:53:40,49.1,91.5,171,4,kafka=158.94%/584.8MiB / 4.804GiB ; elasticsearch=0.28%/1.543GiB / 4.804GiB ; zookeeper=0.11%/99.14MiB / 4.804GiB
23:53:45,12.9,91.9,164,2,kafka=0.75%/507.6MiB / 4.804GiB ; elasticsearch=0.41%/1.543GiB / 4.804GiB ; zookeeper=0.12%/99.29MiB / 4.804GiB
23:53:49,23.4,93.7,154,2,kafka=1.17%/507.8MiB / 4.804GiB ; elasticsearch=11.48%/1.544GiB / 4.804GiB ; zookeeper=0.73%/99.3MiB / 4.804GiB
23:53:53,51.4,93.7,157,5,kafka=25.45%/507.8MiB / 4.804GiB ; elasticsearch=43.68%/1.544GiB / 4.804GiB ; zookeeper=0.23%/99.3MiB / 4.804GiB
23:53:58,47.4,93.5,153,1,kafka=1.12%/507.8MiB / 4.804GiB ; elasticsearch=17.24%/1.549GiB / 4.804GiB ; zookeeper=0.94%/99.3MiB / 4.804GiB
23:54:03,41.1,93.5,159,1,kafka=61.49%/532.6MiB / 4.804GiB ; elasticsearch=16.31%/1.54GiB / 4.804GiB ; zookeeper=0.20%/99.3MiB / 4.804GiB
23:54:07,57.0,93.5,155,1,kafka=1.55%/507.9MiB / 4.804GiB ; elasticsearch=16.64%/1.541GiB / 4.804GiB ; zookeeper=0.24%/99.31MiB / 4.804GiB
23:54:12,41.3,93.6,156,2,kafka=1.12%/507.9MiB / 4.804GiB ; elasticsearch=16.52%/1.541GiB / 4.804GiB ; zookeeper=0.92%/99.32MiB / 4.804GiB
23:54:16,39.5,93.5,156,2,kafka=141.95%/576.6MiB / 4.804GiB ; elasticsearch=9.07%/1.541GiB / 4.804GiB ; zookeeper=0.16%/99.31MiB / 4.804GiB
23:54:20,52.5,93.6,161,1,kafka=0.99%/507.9MiB / 4.804GiB ; elasticsearch=8.22%/1.541GiB / 4.804GiB ; zookeeper=0.16%/99.32MiB / 4.804GiB
23:54:25,49.9,93.6,161,2,kafka=1.22%/507.9MiB / 4.804GiB ; elasticsearch=8.91%/1.541GiB / 4.804GiB ; zookeeper=0.24%/99.31MiB / 4.804GiB
23:54:29,46.6,93.9,154,6,kafka=104.41%/580.3MiB / 4.804GiB ; elasticsearch=7.71%/1.541GiB / 4.804GiB ; zookeeper=0.16%/99.32MiB / 4.804GiB
23:54:33,48.3,93.7,160,2,kafka=1.17%/507.9MiB / 4.804GiB ; elasticsearch=7.75%/1.541GiB / 4.804GiB ; zookeeper=0.20%/99.32MiB / 4.804GiB
23:54:38,39.8,93.6,151,2,kafka=1.02%/507.9MiB / 4.804GiB ; elasticsearch=8.85%/1.541GiB / 4.804GiB ; zookeeper=0.18%/99.32MiB / 4.804GiB
23:54:42,54.8,93.8,154,1,kafka=1.66%/507.9MiB / 4.804GiB ; elasticsearch=19.41%/1.541GiB / 4.804GiB ; zookeeper=0.19%/99.46MiB / 4.804GiB
23:54:47,39.1,93.8,154,1,kafka=1.16%/507.9MiB / 4.804GiB ; elasticsearch=9.03%/1.541GiB / 4.804GiB ; zookeeper=0.28%/99.46MiB / 4.804GiB
23:54:52,40.0,93.8,157,3,kafka=97.93%/539.2MiB / 4.804GiB ; elasticsearch=8.20%/1.541GiB / 4.804GiB ; zookeeper=0.25%/99.47MiB / 4.804GiB
23:54:56,55.2,93.7,152,1,kafka=1.11%/507.9MiB / 4.804GiB ; elasticsearch=8.40%/1.541GiB / 4.804GiB ; zookeeper=0.17%/99.47MiB / 4.804GiB
23:55:00,39.5,93.7,158,1,kafka=1.25%/508.2MiB / 4.804GiB ; elasticsearch=8.75%/1.541GiB / 4.804GiB ; zookeeper=0.19%/99.47MiB / 4.804GiB
23:55:04,40.5,93.7,158,5,kafka=159.66%/589.2MiB / 4.804GiB ; elasticsearch=10.23%/1.541GiB / 4.804GiB ; zookeeper=0.98%/99.46MiB / 4.804GiB
23:55:09,50.9,94.0,155,3,kafka=1.23%/507.9MiB / 4.804GiB ; elasticsearch=10.42%/1.541GiB / 4.804GiB ; zookeeper=0.29%/99.46MiB / 4.804GiB
23:55:13,38.8,93.8,161,3,kafka=1.74%/507.9MiB / 4.804GiB ; elasticsearch=8.93%/1.541GiB / 4.804GiB ; zookeeper=0.80%/99.47MiB / 4.804GiB
23:55:18,50.6,93.7,155,2,kafka=1.19%/507.9MiB / 4.804GiB ; elasticsearch=7.75%/1.541GiB / 4.804GiB ; zookeeper=1.28%/99.47MiB / 4.804GiB
23:55:23,43.5,93.9,160,2,kafka=1.84%/507.9MiB / 4.804GiB ; elasticsearch=8.52%/1.541GiB / 4.804GiB ; zookeeper=0.17%/99.47MiB / 4.804GiB
