time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
22:57:26,0.0,91.2,155,12,kafka=0.89%/481.3MiB / 4.804GiB ; elasticsearch=1.15%/1.518GiB / 4.804GiB ; zookeeper=0.17%/91.2MiB / 4.804GiB
22:57:30,41.5,94.8,203,2,kafka=0.62%/481.2MiB / 4.804GiB ; elasticsearch=0.97%/1.518GiB / 4.804GiB ; zookeeper=0.10%/91.2MiB / 4.804GiB
22:57:35,24.8,95.7,153,14,kafka=1.38%/481.3MiB / 4.804GiB ; elasticsearch=0.42%/1.518GiB / 4.804GiB ; zookeeper=0.15%/91.2MiB / 4.804GiB
22:57:39,10.4,96.5,160,3,kafka=1.79%/481.3MiB / 4.804GiB ; elasticsearch=12.95%/1.519GiB / 4.804GiB ; zookeeper=0.11%/91.2MiB / 4.804GiB
22:57:44,12.6,96.7,161,2,kafka=12.03%/481.3MiB / 4.804GiB ; elasticsearch=4.39%/1.519GiB / 4.804GiB ; zookeeper=0.23%/91.2MiB / 4.804GiB
22:57:47,20.9,96.7,160,3,kafka=0.82%/481.3MiB / 4.804GiB ; elasticsearch=5.66%/1.519GiB / 4.804GiB ; zookeeper=0.14%/91.2MiB / 4.804GiB
22:57:52,14.0,96.7,153,1,kafka=0.86%/481.3MiB / 4.804GiB ; elasticsearch=5.15%/1.522GiB / 4.804GiB ; zookeeper=0.13%/91.2MiB / 4.804GiB
22:57:56,16.9,96.9,149,6,kafka=0.99%/481.3MiB / 4.804GiB ; elasticsearch=24.22%/1.523GiB / 4.804GiB ; zookeeper=0.11%/91.2MiB / 4.804GiB
22:58:00,13.4,96.7,149,1,kafka=0.89%/481.3MiB / 4.804GiB ; elasticsearch=6.03%/1.522GiB / 4.804GiB ; zookeeper=0.10%/91.2MiB / 4.804GiB
22:58:05,11.2,96.8,144,1,kafka=80.37%/481.3MiB / 4.804GiB ; elasticsearch=21.12%/1.522GiB / 4.804GiB ; zookeeper=0.24%/91.2MiB / 4.804GiB
22:58:09,24.8,96.9,147,4,kafka=0.92%/481.3MiB / 4.804GiB ; elasticsearch=2.54%/1.523GiB / 4.804GiB ; zookeeper=0.48%/91.2MiB / 4.804GiB
22:58:14,10.0,96.5,156,2,kafka=0.78%/481.3MiB / 4.804GiB ; elasticsearch=2.47%/1.523GiB / 4.804GiB ; zookeeper=0.21%/91.2MiB / 4.804GiB
22:58:18,18.1,96.9,157,3,kafka=0.86%/480.5MiB / 4.804GiB ; elasticsearch=3.72%/1.522GiB / 4.804GiB ; zookeeper=0.70%/91.5MiB / 4.804GiB
22:58:22,10.4,96.6,151,1,kafka=0.77%/480.6MiB / 4.804GiB ; elasticsearch=11.45%/1.523GiB / 4.804GiB ; zookeeper=0.51%/91.53MiB / 4.804GiB
