time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
12:35:10,0.0,92.4,322,16,kafka=182.39%/597.8MiB / 4.804GiB ; elasticsearch=1.27%/1.496GiB / 4.804GiB ; zookeeper=0.12%/84.51MiB / 4.804GiB
12:35:14,42.6,95.9,382,23,kafka=0.59%/534.2MiB / 4.804GiB ; elasticsearch=4.24%/1.497GiB / 4.804GiB ; zookeeper=0.11%/84.51MiB / 4.804GiB
12:35:19,25.0,96.8,353,1,kafka=0.74%/534.2MiB / 4.804GiB ; elasticsearch=0.90%/1.499GiB / 4.804GiB ; zookeeper=0.08%/84.53MiB / 4.804GiB
12:35:24,25.0,95.4,660,0,kafka=0.85%/535.2MiB / 4.804GiB ; elasticsearch=0.57%/1.493GiB / 4.804GiB ; zookeeper=1.29%/84.55MiB / 4.804GiB
12:35:28,20.2,96.1,681,20,kafka=0.67%/535.2MiB / 4.804GiB ; elasticsearch=8.89%/1.497GiB / 4.804GiB ; zookeeper=0.57%/84.56MiB / 4.804GiB
12:35:33,25.1,95.1,682,30,kafka=90.84%/535.3MiB / 4.804GiB ; elasticsearch=10.95%/1.497GiB / 4.804GiB ; zookeeper=0.08%/84.55MiB / 4.804GiB
12:35:37,26.5,94.4,683,24,kafka=0.84%/535.3MiB / 4.804GiB ; elasticsearch=8.84%/1.497GiB / 4.804GiB ; zookeeper=0.18%/84.59MiB / 4.804GiB
12:35:42,33.9,94.7,679,37,kafka=148.53%/586.2MiB / 4.804GiB ; elasticsearch=8.74%/1.508GiB / 4.804GiB ; zookeeper=0.41%/84.59MiB / 4.804GiB
12:35:45,39.2,94.3,732,30,kafka=0.67%/535.5MiB / 4.804GiB ; elasticsearch=17.53%/1.5GiB / 4.804GiB ; zookeeper=0.14%/84.86MiB / 4.804GiB
12:35:50,24.3,94.1,683,31,kafka=1.04%/535.3MiB / 4.804GiB ; elasticsearch=10.97%/1.5GiB / 4.804GiB ; zookeeper=0.12%/84.86MiB / 4.804GiB
12:35:54,15.8,94.2,678,29,kafka=38.82%/535.3MiB / 4.804GiB ; elasticsearch=7.14%/1.5GiB / 4.804GiB ; zookeeper=0.10%/84.87MiB / 4.804GiB
12:35:59,19.1,94.2,659,25,kafka=1.78%/535.3MiB / 4.804GiB ; elasticsearch=8.06%/1.501GiB / 4.804GiB ; zookeeper=0.10%/84.86MiB / 4.804GiB
12:36:03,11.6,93.7,659,27,kafka=1.12%/535.3MiB / 4.804GiB ; elasticsearch=23.63%/1.501GiB / 4.804GiB ; zookeeper=0.30%/84.86MiB / 4.804GiB
12:36:08,32.4,94.3,674,33,kafka=6.45%/535.6MiB / 4.804GiB ; elasticsearch=13.22%/1.501GiB / 4.804GiB ; zookeeper=0.32%/84.86MiB / 4.804GiB
12:36:12,27.6,94.2,696,29,kafka=1.03%/535.4MiB / 4.804GiB ; elasticsearch=66.33%/1.504GiB / 4.804GiB ; zookeeper=0.13%/84.87MiB / 4.804GiB
12:36:16,27.9,94.5,694,24,kafka=110.06%/618.2MiB / 4.804GiB ; elasticsearch=4.26%/1.504GiB / 4.804GiB ; zookeeper=0.11%/85.14MiB / 4.804GiB
12:36:20,18.3,94.7,683,28,kafka=4.43%/535.4MiB / 4.804GiB ; elasticsearch=25.61%/1.504GiB / 4.804GiB ; zookeeper=0.18%/85.14MiB / 4.804GiB
12:36:24,22.9,94.7,668,32,kafka=0.69%/535.4MiB / 4.804GiB ; elasticsearch=3.70%/1.504GiB / 4.804GiB ; zookeeper=0.29%/85.14MiB / 4.804GiB
12:36:29,27.4,94.8,668,33,kafka=0.74%/535.7MiB / 4.804GiB ; elasticsearch=4.93%/1.504GiB / 4.804GiB ; zookeeper=0.11%/85.14MiB / 4.804GiB
12:36:33,22.5,95.4,680,36,kafka=4.23%/535.7MiB / 4.804GiB ; elasticsearch=20.49%/1.504GiB / 4.804GiB ; zookeeper=0.09%/85.14MiB / 4.804GiB
12:36:38,42.5,96.5,690,31,kafka=41.85%/535.7MiB / 4.804GiB ; elasticsearch=4.85%/1.504GiB / 4.804GiB ; zookeeper=0.51%/85.14MiB / 4.804GiB
12:36:42,24.4,96.6,667,28,kafka=0.70%/535.7MiB / 4.804GiB ; elasticsearch=5.66%/1.505GiB / 4.804GiB ; zookeeper=1.58%/85.16MiB / 4.804GiB
12:36:47,38.8,95.9,654,26,kafka=12.67%/545.4MiB / 4.804GiB ; elasticsearch=32.23%/1.505GiB / 4.804GiB ; zookeeper=0.16%/85.16MiB / 4.804GiB
12:36:51,60.0,97.1,654,29,kafka=1.02%/535.4MiB / 4.804GiB ; elasticsearch=4.07%/1.505GiB / 4.804GiB ; zookeeper=0.13%/85.29MiB / 4.804GiB
12:36:55,33.4,97.1,653,28,kafka=0.77%/535.4MiB / 4.804GiB ; elasticsearch=5.86%/1.504GiB / 4.804GiB ; zookeeper=0.11%/85.28MiB / 4.804GiB
12:37:00,17.8,96.3,653,28,kafka=26.11%/556.2MiB / 4.804GiB ; elasticsearch=4.24%/1.504GiB / 4.804GiB ; zookeeper=0.15%/85.29MiB / 4.804GiB
