node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,5108,20260925-133838_p4_c4_r1,1,perf_20260925-133838_p4_c4_r1,3,0,1790336320226,0,1790336895222.07,653.574,269.685,1790336896145.894,Normal,0.9452
WIX,5108,20260925-133838_p4_c4_r1,3,perf_20260925-133838_p4_c4_r1,3,1,1790336320284,0,1790336896146.9,43.543,8.028,1790336896199.453,Normal,0.9685
WIX,5108,20260925-133838_p4_c4_r1,7,perf_20260925-133838_p4_c4_r1,3,2,1790336320520,0,1790336896200.429,86.233,44.671,1790336896331.333,Normal,0.9439
WIX,5108,20260925-133838_p4_c4_r1,8,perf_20260925-133838_p4_c4_r1,3,3,1790336320567,0,1790336896332.335,73.654,47.758,1790336896454.746,Normal,0.8636
WIX,5108,20260925-133838_p4_c4_r1,9,perf_20260925-133838_p4_c4_r1,3,4,1790336320629,0,1790336896454.746,63.939,45.666,1790336896564.351,Normal,0.9297
WIX,5108,20260925-133838_p4_c4_r1,13,perf_20260925-133838_p4_c4_r1,3,5,1790336320849,0,1790336896564.351,114.754,44.278,1790336896723.916,Normal,0.9557
WIX,5108,20260925-133838_p4_c4_r1,14,perf_20260925-133838_p4_c4_r1,3,6,1790336320895,0,1790336896723.916,61.539,44.367,1790336896830.814,Normal,0.9029
WIX,5108,20260925-133838_p4_c4_r1,19,perf_20260925-133838_p4_c4_r1,3,7,1790336321180,0,1790336896830.814,90.403,48.604,1790336896969.821,Normal,0.9675
WIX,5108,20260925-133838_p4_c4_r1,22,perf_20260925-133838_p4_c4_r1,3,8,1790336321350,0,1790336896969.821,185.862,46.802,1790336897203.484,Normal,0.9286
WIX,5108,20260925-133838_p4_c4_r1,28,perf_20260925-133838_p4_c4_r1,3,9,1790336321685,0,1790336897203.484,64.938,48.356,1790336897327.305,Normal,0.9447
WIX,5108,20260925-133838_p4_c4_r1,30,perf_20260925-133838_p4_c4_r1,3,10,1790336321795,0,1790336897328.304,45.077,53.145,1790336897427.526,Normal,0.9605
WIX,5108,20260925-133838_p4_c4_r1,31,perf_20260925-133838_p4_c4_r1,3,11,1790336321842,0,1790336897429.531,160.761,46.118,1790336897636.409,HATE,0.5241
WIX,5108,20260925-133838_p4_c4_r1,32,perf_20260925-133838_p4_c4_r1,3,12,1790336321904,0,1790336897636.409,68.782,46.116,1790336897751.308,Normal,0.9683
WIX,5108,20260925-133838_p4_c4_r1,33,perf_20260925-133838_p4_c4_r1,3,13,1790336321951,0,1790336897751.308,77.015,47.647,1790336897875.971,Normal,0.9351
WIX,5108,20260925-133838_p4_c4_r1,35,perf_20260925-133838_p4_c4_r1,3,14,1790336322061,0,1790336897876.514,84.48,45.008,1790336898007.002,Normal,0.9791
WIX,5108,20260925-133838_p4_c4_r1,39,perf_20260925-133838_p4_c4_r1,3,15,1790336322298,0,1790336898007.998,47.629,47.361,1790336898103.99,Normal,0.9641
WIX,5108,20260925-133838_p4_c4_r1,44,perf_20260925-133838_p4_c4_r1,3,16,1790336322565,0,1790336898103.99,36.17,45.071,1790336898185.231,Normal,0.8797
WIX,5108,20260925-133838_p4_c4_r1,50,perf_20260925-133838_p4_c4_r1,3,17,1790336322909,0,1790336898186.234,77.971,47.484,1790336898312.69,Normal,0.9754
WIX,5108,20260925-133838_p4_c4_r1,53,perf_20260925-133838_p4_c4_r1,3,18,1790336323068,0,1790336898313.694,78.714,50.98,1790336898443.929,Normal,0.9739
WIX,5108,20260925-133838_p4_c4_r1,60,perf_20260925-133838_p4_c4_r1,3,19,1790336323455,0,1790336898444.488,46.934,46.994,1790336898539.416,Normal,0.5606
WIX,5108,20260925-133838_p4_c4_r1,64,perf_20260925-133838_p4_c4_r1,3,20,1790336323688,0,1790336898539.416,67.507,51.697,1790336898658.619,Normal,0.9683
WIX,5108,20260925-133838_p4_c4_r1,66,perf_20260925-133838_p4_c4_r1,3,21,1790336323798,0,1790336898659.667,53.335,46.833,1790336898759.836,Normal,0.9297
WIX,5108,20260925-133838_p4_c4_r1,70,perf_20260925-133838_p4_c4_r1,3,22,1790336324019,0,1790336898760.833,52.008,47.22,1790336898862.06,Normal,0.9656
WIX,5108,20260925-133838_p4_c4_r1,71,perf_20260925-133838_p4_c4_r1,3,23,1790336324066,0,1790336898862.06,47.368,46.552,1790336898956.977,Normal,0.9162
WIX,5108,20260925-133838_p4_c4_r1,79,perf_20260925-133838_p4_c4_r1,3,24,1790336324507,0,1790336898957.983,45.52,46.641,1790336899051.143,Normal,0.9619
WIX,5108,20260925-133838_p4_c4_r1,80,perf_20260925-133838_p4_c4_r1,3,25,1790336324570,0,1790336899051.143,76.406,46.907,1790336899175.459,Normal,0.4294
WIX,5108,20260925-133838_p4_c4_r1,87,perf_20260925-133838_p4_c4_r1,3,26,1790336324964,0,1790336899176.458,85.292,46.772,1790336899308.522,Normal,0.9689
WIX,5108,20260925-133838_p4_c4_r1,88,perf_20260925-133838_p4_c4_r1,3,27,1790336325011,0,1790336899309.522,108.339,46.174,1790336899465.027,OFFENSIVE,0.9318
WIX,5108,20260925-133838_p4_c4_r1,90,perf_20260925-133838_p4_c4_r1,3,28,1790336325120,0,1790336899465.027,69.458,48.482,1790336899583.953,Normal,0.9375
WIX,5108,20260925-133838_p4_c4_r1,92,perf_20260925-133838_p4_c4_r1,3,29,1790336325243,0,1790336899583.953,63.12,47.125,1790336899694.199,Normal,0.9115
WIX,5108,20260925-133838_p4_c4_r1,96,perf_20260925-133838_p4_c4_r1,3,30,1790336325463,0,1790336899694.199,66.717,47.111,1790336899809.032,OFFENSIVE,0.8992
WIX,5108,20260925-133838_p4_c4_r1,99,perf_20260925-133838_p4_c4_r1,3,31,1790336325621,0,1790336899810.54,64.391,45.043,1790336899919.973,Normal,0.909
WIX,5108,20260925-133838_p4_c4_r1,104,perf_20260925-133838_p4_c4_r1,3,32,1790336325908,0,1790336899919.973,35.544,49.058,1790336900004.576,OFFENSIVE,0.3516
WIX,5108,20260925-133838_p4_c4_r1,105,perf_20260925-133838_p4_c4_r1,3,33,1790336325955,0,1790336900005.575,53.21,48.525,1790336900108.323,Normal,0.9736
WIX,5108,20260925-133838_p4_c4_r1,108,perf_20260925-133838_p4_c4_r1,3,34,1790336326128,0,1790336900109.344,60.518,46.006,1790336900216.863,Normal,0.9137
WIX,5108,20260925-133838_p4_c4_r1,112,perf_20260925-133838_p4_c4_r1,3,35,1790336326348,0,1790336900216.863,47.799,46.508,1790336900312.166,Normal,0.8386
WIX,5108,20260925-133838_p4_c4_r1,119,perf_20260925-133838_p4_c4_r1,3,36,1790336326740,0,1790336900312.715,46.094,43.995,1790336900403.806,Normal,0.9569
WIX,5108,20260925-133838_p4_c4_r1,126,perf_20260925-133838_p4_c4_r1,3,37,1790336327131,0,1790336900403.806,41.109,47.813,1790336900492.728,Normal,0.8098
WIX,5108,20260925-133838_p4_c4_r1,133,perf_20260925-133838_p4_c4_r1,3,38,1790336327506,0,1790336900493.725,50.42,44.415,1790336900589.558,Normal,0.797
WIX,5108,20260925-133838_p4_c4_r1,142,perf_20260925-133838_p4_c4_r1,3,39,1790336328020,0,1790336900589.558,42.569,47.686,1790336900679.813,Normal,0.9526
WIX,5108,20260925-133838_p4_c4_r1,157,perf_20260925-133838_p4_c4_r1,3,40,1790336328853,0,1790336900679.813,80.398,49.061,1790336900809.271,Normal,0.9679
WIX,5108,20260925-133838_p4_c4_r1,159,perf_20260925-133838_p4_c4_r1,3,41,1790336328962,0,1790336900809.815,49.57,55.231,1790336900916.124,Normal,0.8903
WIX,5108,20260925-133838_p4_c4_r1,160,perf_20260925-133838_p4_c4_r1,3,42,1790336329009,0,1790336900919.119,62.542,49.055,1790336901031.731,Normal,0.6424
WIX,5108,20260925-133838_p4_c4_r1,166,perf_20260925-133838_p4_c4_r1,3,43,1790336329341,0,1790336901032.731,41.182,47.915,1790336901121.829,Normal,0.9626
WIX,5108,20260925-133838_p4_c4_r1,168,perf_20260925-133838_p4_c4_r1,3,44,1790336329451,0,1790336901121.829,39.728,47.414,1790336901208.971,Normal,0.8523
WIX,5108,20260925-133838_p4_c4_r1,172,perf_20260925-133838_p4_c4_r1,3,45,1790336329675,0,1790336901209.964,58.79,48.526,1790336901317.28,Normal,0.6914
WIX,5108,20260925-133838_p4_c4_r1,173,perf_20260925-133838_p4_c4_r1,3,46,1790336329738,0,1790336901317.28,58.579,47.994,1790336901424.848,Normal,0.9493
WIX,5108,20260925-133838_p4_c4_r1,177,perf_20260925-133838_p4_c4_r1,3,47,1790336329958,0,1790336901424.848,58.364,47.428,1790336901531.601,Normal,0.9156
WIX,5108,20260925-133838_p4_c4_r1,178,perf_20260925-133838_p4_c4_r1,3,48,1790336330020,0,1790336901532.602,73.498,46.468,1790336901653.571,Normal,0.4923
WIX,5108,20260925-133838_p4_c4_r1,184,perf_20260925-133838_p4_c4_r1,3,49,1790336330354,0,1790336901654.534,77.07,44.991,1790336901777.592,Normal,0.9685
WIX,5108,20260925-133838_p4_c4_r1,187,perf_20260925-133838_p4_c4_r1,3,50,1790336330511,0,1790336901777.592,36.005,44.811,1790336901859.408,Normal,0.9594
WIX,5108,20260925-133838_p4_c4_r1,188,perf_20260925-133838_p4_c4_r1,3,51,1790336330574,0,1790336901859.408,50.776,47.429,1790336901958.501,Normal,0.9731
WIX,5108,20260925-133838_p4_c4_r1,193,perf_20260925-133838_p4_c4_r1,3,52,1790336330840,0,1790336901959.501,51.432,48.272,1790336902060.217,Normal,0.9526
WIX,5108,20260925-133838_p4_c4_r1,194,perf_20260925-133838_p4_c4_r1,3,53,1790336330903,0,1790336902060.217,54.231,50.492,1790336902165.934,Normal,0.9401
WIX,5108,20260925-133838_p4_c4_r1,211,perf_20260925-133838_p4_c4_r1,3,54,1790336331845,0,1790336902166.931,65.132,45.701,1790336902278.761,Normal,0.9386
