node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,16708,20260925-133838_p4_c4_r1,5,perf_20260925-133838_p4_c4_r1,2,0,1790336320394,0,1790336895248.665,626.979,269.685,1790336896145.894,OFFENSIVE,0.5445
WIX,16708,20260925-133838_p4_c4_r1,6,perf_20260925-133838_p4_c4_r1,2,1,1790336320457,0,1790336896146.9,57.531,9.004,1790336896213.436,Normal,0.9157
WIX,16708,20260925-133838_p4_c4_r1,10,perf_20260925-133838_p4_c4_r1,2,2,1790336320677,0,1790336896213.436,84.925,50.614,1790336896348.975,Normal,0.8199
WIX,16708,20260925-133838_p4_c4_r1,12,perf_20260925-133838_p4_c4_r1,2,3,1790336320785,0,1790336896349.981,72.017,48.287,1790336896470.285,Normal,0.9532
WIX,16708,20260925-133838_p4_c4_r1,15,perf_20260925-133838_p4_c4_r1,2,4,1790336320958,0,1790336896471.28,76.486,47.674,1790336896595.44,Normal,0.7288
WIX,16708,20260925-133838_p4_c4_r1,20,perf_20260925-133838_p4_c4_r1,2,5,1790336321242,0,1790336896595.44,94.601,44.571,1790336896735.928,Normal,0.9603
WIX,16708,20260925-133838_p4_c4_r1,34,perf_20260925-133838_p4_c4_r1,2,6,1790336322015,0,1790336896735.928,49.526,47.214,1790336896833.661,Normal,0.9605
WIX,16708,20260925-133838_p4_c4_r1,36,perf_20260925-133838_p4_c4_r1,2,7,1790336322124,0,1790336896834.688,43.338,47.175,1790336896926.218,Normal,0.9351
WIX,16708,20260925-133838_p4_c4_r1,37,perf_20260925-133838_p4_c4_r1,2,8,1790336322172,0,1790336896926.218,35.207,48.895,1790336897010.817,Normal,0.9503
WIX,16708,20260925-133838_p4_c4_r1,43,perf_20260925-133838_p4_c4_r1,2,9,1790336322517,0,1790336897010.817,62.66,47.627,1790336897121.103,OFFENSIVE,0.5659
WIX,16708,20260925-133838_p4_c4_r1,47,perf_20260925-133838_p4_c4_r1,2,10,1790336322738,0,1790336897121.103,71.507,49.26,1790336897241.87,Normal,0.9515
WIX,16708,20260925-133838_p4_c4_r1,52,perf_20260925-133838_p4_c4_r1,2,11,1790336323018,0,1790336897242.385,86.924,49.666,1790336897378.975,Normal,0.8595
WIX,16708,20260925-133838_p4_c4_r1,54,perf_20260925-133838_p4_c4_r1,2,12,1790336323128,0,1790336897378.975,87.247,44.867,1790336897512.752,Normal,0.8958
WIX,16708,20260925-133838_p4_c4_r1,55,perf_20260925-133838_p4_c4_r1,2,13,1790336323175,0,1790336897512.752,84.537,45.149,1790336897644.466,Normal,0.9547
WIX,16708,20260925-133838_p4_c4_r1,56,perf_20260925-133838_p4_c4_r1,2,14,1790336323238,0,1790336897645.063,99.252,47.994,1790336897792.309,Normal,0.9532
WIX,16708,20260925-133838_p4_c4_r1,58,perf_20260925-133838_p4_c4_r1,2,15,1790336323347,0,1790336897792.309,67.181,48.952,1790336897908.441,Normal,0.9703
WIX,16708,20260925-133838_p4_c4_r1,61,perf_20260925-133838_p4_c4_r1,2,16,1790336323518,0,1790336897908.441,52.553,50.005,1790336898011.999,Normal,0.9489
WIX,16708,20260925-133838_p4_c4_r1,72,perf_20260925-133838_p4_c4_r1,2,17,1790336324129,0,1790336898011.999,58.704,43.404,1790336898114.107,Normal,0.9761
WIX,16708,20260925-133838_p4_c4_r1,74,perf_20260925-133838_p4_c4_r1,2,18,1790336324239,0,1790336898115.108,51.129,44.024,1790336898210.261,Normal,0.9719
WIX,16708,20260925-133838_p4_c4_r1,83,perf_20260925-133838_p4_c4_r1,2,19,1790336324727,0,1790336898210.261,64.963,47.465,1790336898323.692,Normal,0.9678
WIX,16708,20260925-133838_p4_c4_r1,101,perf_20260925-133838_p4_c4_r1,2,20,1790336325732,0,1790336898323.692,60.233,47.4,1790336898432.447,Normal,0.8852
WIX,16708,20260925-133838_p4_c4_r1,106,perf_20260925-133838_p4_c4_r1,2,21,1790336326017,0,1790336898433.076,59.345,50.995,1790336898543.417,Normal,0.9671
WIX,16708,20260925-133838_p4_c4_r1,110,perf_20260925-133838_p4_c4_r1,2,22,1790336326237,0,1790336898544.898,63.022,46.695,1790336898654.615,Normal,0.8809
WIX,16708,20260925-133838_p4_c4_r1,111,perf_20260925-133838_p4_c4_r1,2,23,1790336326284,0,1790336898654.615,62.345,45.874,1790336898763.834,Normal,0.9248
WIX,16708,20260925-133838_p4_c4_r1,118,perf_20260925-133838_p4_c4_r1,2,24,1790336326677,0,1790336898763.834,64.017,50.217,1790336898879.067,Normal,0.9087
WIX,16708,20260925-133838_p4_c4_r1,129,perf_20260925-133838_p4_c4_r1,2,25,1790336327288,0,1790336898879.067,63.378,50.061,1790336898992.506,Normal,0.9673
WIX,16708,20260925-133838_p4_c4_r1,137,perf_20260925-133838_p4_c4_r1,2,26,1790336327739,0,1790336898993.507,38.01,49.643,1790336899082.161,Normal,0.9294
