node,pid,run_id,seq,topic,partition,offset,kafka_ts_ms,kafka_ts_type,t_recv_ms,infer_ms,es_ms,t_done_ms,label,confidence
WIX,19876,20260925-133838_p4_c4_r1,4,perf_20260925-133838_p4_c4_r1,1,0,1790336320347,0,1790336895248.665,626.979,264.492,1790336896140.701,Normal,0.9588
WIX,19876,20260925-133838_p4_c4_r1,16,perf_20260925-133838_p4_c4_r1,1,1,1790336321021,0,1790336896140.701,49.743,6.999,1790336896198.424,Normal,0.9747
WIX,19876,20260925-133838_p4_c4_r1,24,perf_20260925-133838_p4_c4_r1,1,2,1790336321461,0,1790336896199.453,85.21,44.672,1790336896330.335,Normal,0.9411
WIX,19876,20260925-133838_p4_c4_r1,25,perf_20260925-133838_p4_c4_r1,1,3,1790336321508,0,1790336896331.333,86.662,48.749,1790336896466.744,Normal,0.6054
WIX,19876,20260925-133838_p4_c4_r1,29,perf_20260925-133838_p4_c4_r1,1,4,1790336321732,0,1790336896466.744,97.607,46.104,1790336896610.455,Normal,0.9553
WIX,19876,20260925-133838_p4_c4_r1,40,perf_20260925-133838_p4_c4_r1,1,5,1790336322345,0,1790336896611.462,70.864,45.077,1790336896727.925,Normal,0.9018
WIX,19876,20260925-133838_p4_c4_r1,46,perf_20260925-133838_p4_c4_r1,1,6,1790336322675,0,1790336896727.925,77.554,47.463,1790336896852.943,Normal,0.8951
WIX,19876,20260925-133838_p4_c4_r1,57,perf_20260925-133838_p4_c4_r1,1,7,1790336323285,0,1790336896853.947,64.271,46.378,1790336896964.596,Normal,0.5773
WIX,19876,20260925-133838_p4_c4_r1,59,perf_20260925-133838_p4_c4_r1,1,8,1790336323409,0,1790336896965.602,93.347,43.147,1790336897103.1,Normal,0.9787
WIX,19876,20260925-133838_p4_c4_r1,65,perf_20260925-133838_p4_c4_r1,1,9,1790336323736,0,1790336897104.099,71.405,47.008,1790336897222.512,Normal,0.963
WIX,19876,20260925-133838_p4_c4_r1,73,perf_20260925-133838_p4_c4_r1,1,10,1790336324176,0,1790336897222.512,115.8,47.289,1790336897385.601,Normal,0.9591
WIX,19876,20260925-133838_p4_c4_r1,75,perf_20260925-133838_p4_c4_r1,1,11,1790336324287,0,1790336897386.616,85.28,45.226,1790336897517.756,Normal,0.8729
WIX,19876,20260925-133838_p4_c4_r1,77,perf_20260925-133838_p4_c4_r1,1,12,1790336324398,0,1790336897518.773,55.519,43.98,1790336897619.275,OFFENSIVE,0.8247
WIX,19876,20260925-133838_p4_c4_r1,78,perf_20260925-133838_p4_c4_r1,1,13,1790336324461,0,1790336897619.275,60.825,46.672,1790336897727.77,Normal,0.9429
