time,host_cpu_%,host_ram_%,gpu_mem_MB,gpu_util_%,docker
13:47:58,0.0,79.6,231,1,kafka=0.80%/548.8MiB / 4.804GiB ; elasticsearch=0.36%/1.521GiB / 4.804GiB ; zookeeper=0.12%/96.53MiB / 4.804GiB
13:48:02,62.7,87.3,239,2,kafka=67.78%/549MiB / 4.804GiB ; elasticsearch=0.40%/1.521GiB / 4.804GiB ; zookeeper=0.68%/96.52MiB / 4.804GiB
13:48:07,69.6,89.9,240,1,kafka=1.23%/548.8MiB / 4.804GiB ; elasticsearch=0.83%/1.521GiB / 4.804GiB ; zookeeper=0.89%/96.54MiB / 4.804GiB
13:48:11,61.4,93.4,209,1,kafka=2.10%/548.9MiB / 4.804GiB ; elasticsearch=0.83%/1.521GiB / 4.804GiB ; zookeeper=0.24%/96.52MiB / 4.804GiB
13:48:16,12.7,93.4,210,3,kafka=0.61%/548.9MiB / 4.804GiB ; elasticsearch=0.50%/1.521GiB / 4.804GiB ; zookeeper=0.11%/96.53MiB / 4.804GiB
13:48:20,30.5,94.6,206,4,kafka=1.10%/549.1MiB / 4.804GiB ; elasticsearch=23.70%/1.523GiB / 4.804GiB ; zookeeper=0.19%/96.53MiB / 4.804GiB
13:48:25,46.6,94.6,208,2,kafka=73.04%/549.1MiB / 4.804GiB ; elasticsearch=12.02%/1.524GiB / 4.804GiB ; zookeeper=0.17%/96.52MiB / 4.804GiB
13:48:30,51.1,94.9,205,2,kafka=1.01%/549.2MiB / 4.804GiB ; elasticsearch=38.43%/1.524GiB / 4.804GiB ; zookeeper=0.72%/96.53MiB / 4.804GiB
13:48:34,45.5,94.9,209,5,kafka=15.64%/559.7MiB / 4.804GiB ; elasticsearch=38.90%/1.524GiB / 4.804GiB ; zookeeper=0.98%/96.53MiB / 4.804GiB
13:48:39,57.0,95.2,210,5,kafka=0.97%/548.4MiB / 4.804GiB ; elasticsearch=14.12%/1.525GiB / 4.804GiB ; zookeeper=0.94%/96.61MiB / 4.804GiB
13:48:43,48.3,94.1,202,1,kafka=0.85%/548.4MiB / 4.804GiB ; elasticsearch=28.50%/1.525GiB / 4.804GiB ; zookeeper=0.88%/96.62MiB / 4.804GiB
